cow,dyield_cl,dyield_lb_cl,dyield_lf_cl,dyield_rb_cl,dyield_rf_cl,dim,dyield_dim_cl,dyield_rb_dim_cl,dyield_rf_dim_cl,dyield_lb_dim_cl,dyield_lf_dim_cl,dyield_7d,dyield_lb_7d,dyield_lf_7d,dyield_rb_7d,dyield_rf_7d,adyield_nd_7d,adyield_rb_nd_7d,adyield_rf_nd_7d,adyield_lb_nd_7d,adyield_lf_nd_7d,vyield_cl,vyield_lb_cl,vyield_lf_cl,vyield_rf_cl,vyield_rb_cl,vyield_7d,vyield_lb_7d,vyield_lf_7d,vyield_rf_7d,vyield_rb_7d
1061,14650.23,0.0,4306.97,5646.94,4696.32,284,51.58531690140845,19.883591549295772,16.536338028169013,0.0,15.165387323943662,274.73,0.0,76.95,111.25,86.53,39.24714285714286,15.892857142857142,12.361428571428572,0.0,10.992857142857144,18.404811557788943,,5.410766331658292,5.899899497487437,7.094145728643215,18.315333333333335,,5.13,5.768666666666666,7.416666666666667
1065,13455.84,3886.96,2778.8,3445.78,3344.3,294,45.76816326530612,11.720340136054423,11.375170068027211,13.220952380952381,9.45170068027211,,,,,,,,,,,18.766861924686193,5.421143654114365,3.875592747559275,4.6642956764295675,4.805829846582985,,,,,
1067,9689.01,2795.1,2264.19,2449.45,2180.27,215,45.06516279069768,11.392790697674418,10.140790697674419,13.00046511627907,10.531116279069767,250.84,75.95,57.37,63.34,54.18,35.83428571428571,9.04857142857143,7.74,10.85,8.195714285714285,13.60816011235955,3.925702247191011,3.180042134831461,3.0621769662921348,3.4402387640449437,11.401818181818182,3.4522727272727276,2.6077272727272724,2.462727272727273,2.8790909090909094
1074,13059.35,3989.52,2565.48,4172.01,2332.34,223,58.56210762331839,18.708565022421524,10.458923766816143,17.890224215246636,11.50439461883408,365.74,114.17999999999999,74.09,116.74,60.73,52.24857142857143,16.677142857142858,8.675714285714285,16.31142857142857,10.584285714285715,17.435714285714287,5.3264619492656875,3.4252069425901204,3.1139385847797065,5.570106809078772,15.901739130434782,4.964347826086957,3.221304347826087,2.6404347826086956,5.075652173913043
1078,12519.81,0.0,3053.27,5522.17,3944.37,306,40.91441176470588,18.046307189542485,12.890098039215687,0.0,9.978006535947712,36.41,0.0,9.350000000000001,15.57,11.489999999999998,5.201428571428571,2.224285714285714,1.6414285714285712,0.0,1.3357142857142859,9.7811015625,0.0,2.3853671875,3.0815390625,4.3141953125,18.205,,4.675000000000001,5.744999999999999,7.785
1081,14168.71,3696.63,3375.05,3573.7,3523.33,258,54.91748062015503,13.851550387596898,13.656317829457365,14.328023255813953,13.081589147286822,352.78999999999996,94.23,79.74000000000001,90.03,88.79,50.39857142857142,12.861428571428572,12.684285714285716,13.461428571428572,11.391428571428573,21.17893871449925,5.52560538116592,5.0449177877429,5.266562032884902,5.34185351270553,19.599444444444444,5.235,4.43,4.932777777777778,5.001666666666667
1083,9680.78,2748.07,2028.88,2633.14,2270.69,264,36.669621212121214,9.97401515151515,8.601098484848485,10.409356060606061,7.6851515151515155,,,,,,,,,,,15.56395498392283,4.4181189710610935,3.2618649517684886,3.6506270096463025,4.233344051446945,,,,,
1084,7841.12,2173.43,1782.73,2169.69,1715.27,150,52.27413333333333,14.4646,11.435133333333333,14.489533333333332,11.884866666666667,354.11,98.62,79.32,99.25,76.92,50.58714285714286,14.178571428571429,10.98857142857143,14.088571428571429,11.331428571428571,18.49320754716981,5.126014150943396,4.204551886792453,4.045448113207547,5.117193396226416,19.672777777777778,5.478888888888889,4.406666666666666,4.273333333333333,5.513888888888889
1088,9549.22,2635.33,2009.81,2880.46,2023.62,623,15.327800963081861,4.623531300160514,3.248186195826645,4.230064205457464,3.226019261637239,,,,,,,,,,,12.817744966442952,3.5373557046979864,2.697731543624161,2.716268456375839,3.8663892617449664,,,,,
1089,11456.09,2919.33,2546.53,3197.63,2792.6,201,56.99547263681592,15.90860696517413,13.893532338308457,14.524029850746269,12.669303482587067,365.27,96.15,81.69,101.9,85.53,52.18142857142857,14.557142857142859,12.218571428571428,13.735714285714286,11.67,19.450067911714772,4.95641765704584,4.323480475382004,4.74125636672326,5.428913412563667,18.2635,4.8075,4.0845,4.2765,5.095000000000001
1091,14954.96,4020.78,3226.02,4957.59,2750.57,276,54.184637681159415,17.962282608695652,9.965833333333334,14.56804347826087,11.688478260869566,323.21,84.73,69.14,110.58000000000001,58.76,46.17285714285714,15.797142857142859,8.394285714285713,12.104285714285714,9.877142857142857,20.799666203059804,5.592183588317107,4.486815020862308,3.825549374130737,6.895118219749652,20.200625,5.295625,4.32125,3.6725,6.91125
1092,13091.52,3468.86,3071.95,3150.57,3400.14,272,48.13058823529412,11.582977941176472,12.500514705882352,12.753161764705883,11.29393382352941,296.65999999999997,82.69,67.83,69.15,76.99,42.379999999999995,9.87857142857143,10.998571428571427,11.812857142857142,9.69,18.49084745762712,4.899519774011299,4.338912429378531,4.802457627118644,4.4499576271186445,17.45058823529412,4.864117647058824,3.9899999999999998,4.528823529411764,4.06764705882353
1094,17635.09,5598.63,3074.06,5722.22,3240.18,418,42.18921052631579,13.689521531100478,7.751626794258373,13.393851674641148,7.354210526315789,40.59,13.4,9.129999999999999,12.48,5.58,5.798571428571429,1.782857142857143,0.7971428571428572,1.9142857142857144,1.304285714285714,15.959357466063349,5.066633484162896,2.7819547511312215,2.932289592760181,5.17847963800905,13.530000000000001,4.466666666666667,3.043333333333333,1.86,4.16
1098,14102.52,3663.51,2665.69,3618.91,4154.41,252,55.962380952380954,14.360753968253968,16.485753968253967,14.537738095238096,10.578134920634922,393.14,103.44,66.88,102.11,120.71,56.16285714285714,14.587142857142856,17.244285714285713,14.777142857142858,9.554285714285713,18.291206225680934,4.751634241245137,3.457444876783398,5.38833981841764,4.69378728923476,19.657,5.172,3.344,6.0355,5.1055
1099,13083.0,3533.04,2828.04,4045.4,2676.52,309,42.33980582524272,13.091909385113269,8.661877022653721,11.43378640776699,9.152233009708738,,,,,,,,,,,15.003440366972477,4.051651376146789,3.243165137614679,3.0694036697247706,4.6392201834862385,,,,,
1100,15160.039999999999,4616.02,3163.96,4232.33,3147.73,284,53.38042253521127,14.902570422535211,11.083556338028169,16.253591549295777,11.140704225352113,313.24,97.06,61.15,89.63,65.4,44.74857142857143,12.804285714285713,9.342857142857143,13.865714285714287,8.735714285714286,19.921208935611038,6.065729303547964,4.157634691195795,4.136307490144547,5.561537450722733,19.5775,6.06625,3.821875,4.0875,5.601875
1101,8967.52,2987.91,2960.3,0.0,3019.31,178,50.37932584269663,0.0,16.962415730337078,16.786011235955055,16.630898876404494,319.36,102.85,103.8,0.0,112.71,45.62285714285714,0.0,16.10142857142857,14.692857142857141,14.828571428571427,14.211600633914422,4.735198098256735,4.6914421553090335,4.784960380348653,,13.885217391304348,4.471739130434782,4.51304347826087,4.900434782608696,
1102,11106.28,2626.54,3058.63,2900.1,2521.0099999999998,212,52.38811320754717,13.679716981132074,11.891556603773584,12.38933962264151,14.4275,315.1,74.55,87.04,82.78,70.73,45.01428571428572,11.825714285714286,10.104285714285714,10.65,12.434285714285716,18.17721767594108,4.2987561374795416,5.0059410801964,4.126039279869067,4.746481178396071,17.505555555555556,4.141666666666667,4.835555555555556,3.9294444444444445,4.598888888888889
1104,12883.62,3614.38,3070.39,3179.34,3019.51,294,43.82183673469388,10.814081632653062,10.270442176870748,12.293809523809523,10.443503401360545,31.58,8.309999999999999,10.06,4.22,8.99,4.511428571428572,0.6028571428571429,1.2842857142857143,1.187142857142857,1.4371428571428573,17.0418253968254,4.780925925925926,4.061362433862434,3.994060846560847,4.20547619047619,15.79,4.154999999999999,5.03,4.495,2.11
1116,5205.54,1573.67,1057.34,1419.56,1154.97,105,49.57657142857143,13.519619047619047,10.999714285714285,14.987333333333334,10.06990476190476,328.52,103.69999999999999,61.160000000000004,91.9,71.76,46.93142857142857,13.12857142857143,10.251428571428573,14.814285714285713,8.737142857142858,20.098610038610037,6.075945945945946,4.082393822393822,4.459343629343629,5.480926640926641,19.32470588235294,6.1000000000000005,3.5976470588235294,4.221176470588236,5.405882352941177
1126,12405.23,3282.24,3255.03,3136.25,2731.71,306,40.53996732026144,10.249183006535947,8.927156862745099,10.72627450980392,10.637352941176472,236.35,64.13,60.839999999999996,61.07,50.31,33.76428571428571,8.724285714285715,7.187142857142858,9.161428571428571,8.69142857142857,18.57070359281437,4.913532934131736,4.8727994011976055,4.08938622754491,4.69498502994012,23.634999999999998,6.412999999999999,6.084,5.031000000000001,6.107
1127,2244.88,626.53,587.1800000000001,412.34,618.83,42,53.44952380952381,9.817619047619047,14.73404761904762,14.917380952380952,13.980476190476192,451.98,128.35,117.44,84.42,121.77,64.56857142857143,12.06,17.395714285714284,18.335714285714285,16.777142857142856,22.226534653465347,6.203267326732673,5.813663366336633,6.127029702970297,4.082574257425742,25.11,7.1305555555555555,6.524444444444445,6.765,4.69
1133,1529.45,389.58,310.43,399.0,430.44,41,37.30365853658537,9.731707317073171,10.498536585365853,9.501951219512195,7.571463414634146,318.06,83.93,65.24,80.17,88.72,45.43714285714286,11.452857142857143,12.674285714285714,11.99,9.319999999999999,13.072222222222223,3.3297435897435896,2.6532478632478633,3.678974358974359,3.41025641025641,14.457272727272727,3.8149999999999995,2.9654545454545453,4.032727272727272,3.644090909090909
1139,2833.44,778.95,652.78,861.63,540.08,54,52.471111111111114,15.956111111111111,10.001481481481482,14.425,12.088518518518518,398.4,109.89,90.07000000000001,122.12,76.32,56.91428571428571,17.445714285714285,10.902857142857142,15.698571428571428,12.867142857142857,17.933164556962026,4.93006329113924,4.131518987341772,3.418227848101266,5.453354430379747,18.97142857142857,5.232857142857143,4.289047619047619,3.634285714285714,5.8152380952380955
1140,9765.43,2707.32,2075.4,2847.87,2134.84,188,51.94377659574468,15.148244680851063,11.355531914893618,14.40063829787234,11.03936170212766,289.94,77.96000000000001,60.37,86.3,65.31,41.42,12.328571428571427,9.33,11.137142857142859,8.624285714285714,15.85297077922078,4.3950000000000005,3.3691558441558445,3.465649350649351,4.623165584415585,13.806666666666667,3.712380952380953,2.874761904761905,3.1100000000000003,4.109523809523809
1142,3877.88,0.0,1331.16,1216.2,1330.52,83,46.72144578313253,14.653012048192771,16.030361445783132,0.0,16.038072289156627,347.81,0.0,119.31,107.41,121.09,49.68714285714286,15.344285714285714,17.298571428571428,0.0,17.044285714285714,17.158761061946905,,5.890088495575221,5.887256637168141,5.38141592920354,16.562380952380952,,5.6814285714285715,5.766190476190476,5.114761904761904
1144,4741.33,1501.06,910.73,1417.77,911.77,86,55.13174418604651,16.485697674418603,10.601976744186047,17.454186046511627,10.589883720930233,392.21000000000004,128.04000000000002,73.19,117.59,73.39,56.03000000000001,16.798571428571428,10.484285714285715,18.291428571428575,10.455714285714285,16.29323024054983,5.158281786941581,3.129656357388316,3.1332302405498282,4.872061855670103,17.05260869565217,5.56695652173913,3.1821739130434783,3.1908695652173913,5.112608695652174
1145,3677.42,950.49,802.69,944.63,979.61,65,56.57569230769231,14.532769230769231,15.070923076923076,14.622923076923078,12.349076923076924,416.69,112.5,90.6,105.55,108.04,59.527142857142856,15.078571428571427,15.434285714285716,16.071428571428573,12.942857142857141,17.851553398058254,4.614029126213592,3.8965533980582525,4.755388349514563,4.585582524271844,19.842380952380953,5.357142857142857,4.314285714285714,5.144761904761905,5.026190476190476
1146,15027.27,4908.7699999999995,2236.99,4696.75,3184.76,460,32.66797826086957,10.210326086956522,6.923391304347827,10.671239130434781,4.863021739130434,,,,,,,,,,,15.44426515930113,5.044984583761563,2.2990647482014386,3.273134635149024,4.827081192189106,,,,,
1148,6965.95,2168.49,1678.24,1124.15,1995.07,130,53.58423076923077,8.647307692307693,15.346692307692308,16.680692307692308,12.909538461538462,382.52,108.51,97.41999999999999,63.53,113.06,54.645714285714284,9.075714285714286,16.15142857142857,15.501428571428573,13.917142857142855,15.17636165577342,4.72437908496732,3.656296296296296,4.346557734204793,2.449128540305011,15.300799999999999,4.3404,3.8968000000000003,4.5224,2.5412
1149,12425.95,0.0,4043.89,4036.55,4345.51,313,39.69952076677316,12.896325878594249,13.883418530351438,0.0,12.919776357827475,,,,,,,,,,,14.8992206235012,,4.84878896882494,5.2104436450839335,4.839988009592326,,,,,
1151,5857.92,1549.92,1286.27,1751.81,1269.92,110,53.25381818181818,15.925545454545453,11.544727272727274,14.090181818181819,11.693363636363637,407.34000000000003,108.76,92.15,114.12,92.31,58.191428571428574,16.302857142857142,13.187142857142858,15.537142857142857,13.164285714285715,14.981892583120205,3.963989769820972,3.289693094629156,3.2478772378516627,4.480332480818414,16.293599999999998,4.3504000000000005,3.6860000000000004,3.6924,4.5648
1153,4434.56,1200.42,950.92,1089.39,1193.83,75,59.12746666666667,14.525200000000002,15.917733333333333,16.0056,12.678933333333333,410.13,109.44,87.0,102.82,110.87,58.589999999999996,14.688571428571427,15.838571428571429,15.634285714285713,12.428571428571429,16.485353159851304,4.462527881040892,3.535018587360595,4.438029739776951,4.049776951672863,17.08875,4.56,3.625,4.619583333333334,4.284166666666667
1158,15260.15,4785.43,3219.66,3535.2,3719.86,351,43.476210826210824,10.071794871794872,10.597891737891738,13.633703703703704,9.172820512820513,,,,,,,,,,,19.051373283395755,5.974319600499376,4.019550561797753,4.6440199750312114,4.413483146067415,,,,,
1159,245.94,49.89,76.67,52.41,66.97,9,27.326666666666668,5.823333333333333,7.441111111111111,5.543333333333333,8.518888888888888,64.93,12.16,20.29,14.34,18.14,9.275714285714287,2.0485714285714285,2.5914285714285716,1.737142857142857,2.8985714285714286,11.711428571428572,2.375714285714286,3.650952380952381,3.189047619047619,2.4957142857142856,12.986,2.432,4.058,3.628,2.868
1160,684.03,173.9,165.78,174.08,170.26999999999998,18,38.001666666666665,9.671111111111111,9.459444444444443,9.661111111111111,9.21,291.77,77.16,67.85,73.9,72.86,41.68142857142857,10.557142857142859,10.40857142857143,11.022857142857143,9.692857142857141,11.213606557377048,2.8508196721311476,2.717704918032787,2.7913114754098363,2.853770491803279,11.6708,3.0864,2.714,2.9144,2.9560000000000004
1163,4942.36,1788.71,298.88,1570.11,1284.66,101,48.93425742574257,15.545643564356435,12.71940594059406,17.71,2.959207920792079,376.43,140.52,12.03,125.22,98.66,53.77571428571429,17.888571428571428,14.094285714285714,20.074285714285715,1.7185714285714284,16.419800664451827,5.942558139534884,0.9929568106312292,4.267973421926911,5.216312292358803,17.110454545454544,6.387272727272728,0.5468181818181818,4.484545454545454,5.691818181818181
1164,1167.38,324.14,261.24,293.42,288.58,23,50.75565217391305,12.757391304347827,12.54695652173913,14.093043478260869,11.358260869565218,414.23,113.37,90.17999999999999,106.34,104.34,59.175714285714285,15.191428571428572,14.905714285714286,16.195714285714285,12.882857142857143,21.225090909090913,5.893454545454545,4.749818181818182,5.2469090909090905,5.3349090909090915,20.7115,5.6685,4.5089999999999995,5.2170000000000005,5.317
1168,3618.47,1000.88,929.0699999999999,838.62,849.9,61,59.31918032786885,13.747868852459016,13.932786885245902,16.407868852459018,15.230655737704916,431.47999999999996,123.87,107.75,101.56,98.30000000000001,61.63999999999999,14.508571428571429,14.042857142857144,17.695714285714285,15.392857142857142,18.275101010101007,5.054949494949495,4.692272727272727,4.292424242424242,4.235454545454545,19.612727272727273,5.630454545454546,4.8977272727272725,4.468181818181818,4.616363636363636
1170,348.28,83.18,59.629999999999995,117.28999999999999,88.18,14,24.877142857142854,8.377857142857142,6.298571428571429,5.941428571428572,4.259285714285714,195.27,46.42,35.37,65.16,48.32,27.895714285714288,9.308571428571428,6.902857142857143,6.631428571428572,5.0528571428571425,12.009655172413794,2.8682758620689657,2.056206896551724,3.040689655172414,4.04448275862069,13.947857142857144,3.315714285714286,2.5264285714285712,3.4514285714285715,4.654285714285714
1171,14828.66,3828.65,3799.96,3391.21,3808.84,318,46.631006289308175,10.664182389937107,11.97748427672956,12.039779874213837,11.949559748427673,282.74,74.28,73.4,57.69,77.37,40.39142857142857,8.241428571428571,11.052857142857144,10.611428571428572,10.485714285714286,19.87756032171582,5.132238605898124,5.093780160857909,5.105683646112601,4.545857908847185,16.631764705882354,4.369411764705882,4.31764705882353,4.551176470588236,3.393529411764706
1172,3821.08,1061.27,867.04,987.07,905.7,85,44.95388235294118,11.612588235294119,10.65529411764706,12.485529411764706,10.200470588235294,326.28,93.51,71.99,84.84,75.94,46.61142857142857,12.120000000000001,10.848571428571429,13.358571428571429,10.284285714285714,17.368545454545455,4.823954545454545,3.9410909090909088,4.116818181818182,4.486681818181818,18.126666666666665,5.195,3.9994444444444444,4.2188888888888885,4.713333333333334
1173,248.04,63.45,64.67,66.77000000000001,53.15,6,41.339999999999996,11.128333333333336,8.858333333333333,10.575000000000001,10.778333333333334,,,,,,,,,,,13.054736842105262,3.3394736842105264,3.403684210526316,2.7973684210526315,3.5142105263157895,,,,,
1177,849.38,299.37,279.75,0.0,270.26,20,42.469,0.0,13.513,14.9685,13.9875,349.66999999999996,123.16999999999999,115.77,0.0,110.73,49.952857142857134,0.0,15.81857142857143,17.595714285714283,16.538571428571426,16.9876,5.9874,5.595,5.4052,,19.426111111111112,6.842777777777778,6.431666666666667,6.151666666666667,
1178,2880.68,849.6899999999999,773.64,622.47,634.88,63,45.72507936507936,9.880476190476191,10.077460317460318,13.487142857142857,12.28,349.17,101.87,96.03,70.72,80.55,49.88142857142857,10.102857142857143,11.507142857142856,14.552857142857144,13.718571428571428,16.74813953488372,4.940058139534884,4.497906976744186,3.6911627906976743,3.619011627906977,17.4585,5.093500000000001,4.8015,4.0275,3.536
1184,125.58,37.46,25.759999999999998,33.78,28.58,4,31.395,8.445,7.145,9.365,6.4399999999999995,,,,,,,,,,,13.953333333333333,4.162222222222223,2.862222222222222,3.1755555555555555,3.7533333333333334,,,,,
1191,11073.11,2875.91,2916.87,2593.46,2686.87,328,33.75948170731707,7.906890243902439,8.191676829268292,8.768018292682926,8.892896341463414,,,,,,,,,,,13.325042117930206,3.4607821901323703,3.510072202166065,3.2332972322503006,3.1208904933814683,,,,,
1192,16083.62,4229.44,3359.69,5415.22,3079.27,353,45.562662889518414,15.340566572237961,8.72314447592068,11.9814164305949,9.517535410764873,281.89,65.79,63.47,99.49000000000001,53.14,40.269999999999996,14.212857142857144,7.591428571428572,9.39857142857143,9.067142857142857,17.890567296996664,4.70460511679644,3.7371412680756397,3.425216907675195,6.023604004449388,17.618125,4.111875,3.966875,3.32125,6.218125000000001
1197,916.01,259.6,217.44,221.82,217.15,19,48.211052631578944,11.674736842105263,11.428947368421053,13.663157894736843,11.44421052631579,377.88,108.07,88.43,91.78,89.6,53.98285714285714,13.111428571428572,12.799999999999999,15.438571428571427,12.632857142857144,18.3202,5.192,4.3488,4.343,4.4364,19.88842105263158,5.687894736842105,4.65421052631579,4.71578947368421,4.830526315789474
1198,12041.33,3747.52,2368.76,3682.0,2243.05,309,38.968705501618125,11.915857605177994,7.25906148867314,12.12789644012945,7.665889967637542,229.92,71.88,39.91,72.25,45.879999999999995,32.84571428571429,10.321428571428571,6.554285714285713,10.268571428571429,5.701428571428571,15.417836107554418,4.798361075544174,3.0329833546734957,2.8720230473751602,4.714468629961588,13.52470588235294,4.228235294117646,2.3476470588235294,2.698823529411765,4.25
1199,14335.12,3969.3,3364.45,3925.53,3075.84,333,43.04840840840841,11.788378378378379,9.236756756756757,11.91981981981982,10.103453453453453,,,,,,,,,,,19.13901201602136,5.299465954606141,4.49192256341789,4.106595460614153,5.2410280373831775,,,,,
1200,13410.0,2618.42,3639.93,3451.41,3700.24,357,37.563025210084035,9.667815126050419,10.364817927170868,7.334509803921569,10.195882352941176,240.32,48.84,65.58,60.07,65.83,34.33142857142857,8.581428571428571,9.404285714285715,6.977142857142858,9.368571428571428,15.378440366972477,3.0027752293577983,4.174231651376147,4.2433944954128435,3.958038990825688,14.136470588235294,2.872941176470588,3.857647058823529,3.8723529411764703,3.533529411764706
1204,12344.26,3132.7,3111.15,2709.02,3391.39,297,41.56316498316498,9.121279461279462,11.418821548821548,10.547811447811448,10.475252525252525,38.61,10.89,7.970000000000001,8.29,11.46,5.515714285714286,1.1842857142857142,1.6371428571428572,1.5557142857142858,1.1385714285714286,16.772092391304348,4.256385869565217,4.2271059782608695,4.607866847826087,3.6807336956521737,19.305,5.445,3.9850000000000003,5.73,4.145
1207,12913.210000000001,3273.33,2965.38,2883.49,3791.01,296,43.625709459459465,9.74152027027027,12.807466216216216,11.058547297297297,10.018175675675677,240.64,66.35,61.28,27.43,85.58,34.37714285714286,3.9185714285714286,12.225714285714286,9.478571428571428,8.754285714285714,16.792210663198958,4.2566059817945385,3.8561508452535764,4.929791937581275,3.7496618985695704,14.155294117647058,3.9029411764705886,3.6047058823529414,5.034117647058824,1.6135294117647059
1212,11494.76,4229.79,0.0,4387.86,2877.11,282,40.76156028368794,15.559787234042552,10.202517730496455,14.999255319148936,0.0,247.58999999999997,93.93,0.0,94.99000000000001,58.67,35.37,13.570000000000002,8.381428571428572,13.418571428571429,0.0,18.245650793650793,6.713952380952381,0.0,4.56684126984127,6.964857142857142,17.685,6.7092857142857145,,4.190714285714286,6.784999999999999
1215,14185.76,4075.51,2819.77,3746.81,3543.67,330,42.98715151515152,11.353969696969697,10.738393939393939,12.350030303030303,8.544757575757576,37.32,11.47,7.12,9.02,9.71,5.331428571428572,1.2885714285714285,1.3871428571428572,1.6385714285714286,1.0171428571428571,17.02972388955582,4.892569027611045,3.385078031212485,4.254105642256903,4.49797118847539,18.66,5.735,3.56,4.855,4.51
1216,14150.24,3524.0,3291.43,3933.61,3401.2,293,48.29433447098976,13.425290102389079,11.608191126279863,12.027303754266212,11.233549488054607,32.3,11.719999999999999,8.01,5.38,7.1899999999999995,4.614285714285714,0.7685714285714286,1.0271428571428571,1.6742857142857142,1.1442857142857144,19.383890410958905,4.8273972602739725,4.508808219178082,4.65917808219178,5.3885068493150685,16.15,5.859999999999999,4.005,3.5949999999999998,2.69
1219,13332.8,3147.51,3497.9900000000002,3301.57,3385.73,306,43.571241830065354,10.789444444444445,11.064477124183007,10.285980392156864,11.431339869281047,262.91,41.47,77.15,73.14999999999999,71.14,37.55857142857143,10.45,10.162857142857144,5.924285714285714,11.021428571428572,19.074105865522174,4.502875536480687,5.004277539341917,4.843676680972818,4.723276108726752,15.46529411764706,2.4394117647058824,4.538235294117648,4.184705882352941,4.302941176470589
1223,14073.35,4353.41,3012.25,3154.17,3553.52,312,45.106891025641026,10.109519230769232,11.38948717948718,13.953237179487179,9.654647435897436,286.29,92.82,55.72,68.92,68.83,40.89857142857143,9.845714285714285,9.832857142857142,13.26,7.96,12.701579422382672,3.9290703971119134,2.7186371841155235,3.2071480144404334,2.8467238267148014,11.011153846153848,3.5700000000000003,2.143076923076923,2.647307692307692,2.6507692307692308
1224,13619.25,3587.91,3523.43,3217.93,3289.98,303,44.948019801980195,10.62023102310231,10.858019801980198,11.841287128712871,11.628481848184817,46.120000000000005,12.760000000000002,11.809999999999999,11.129999999999999,10.42,6.588571428571429,1.5899999999999999,1.4885714285714287,1.8228571428571432,1.687142857142857,18.759297520661157,4.94202479338843,4.853209366391185,4.531652892561984,4.432410468319559,23.060000000000002,6.380000000000001,5.904999999999999,5.21,5.5649999999999995
1225,11126.47,3002.94,3671.0,0.0,4452.53,312,35.66176282051282,0.0,14.270929487179487,9.624807692307693,11.76602564102564,39.769999999999996,7.99,13.540000000000001,0.0,18.24,5.681428571428571,0.0,2.6057142857142854,1.1414285714285715,1.9342857142857144,12.015626349892008,3.242915766738661,3.964362850971922,4.808347732181425,,13.256666666666668,2.6633333333333336,4.513333333333333,6.080000000000001,
1231,10793.14,2679.21,2635.54,2583.69,2894.7,185,58.341297297297295,13.965891891891893,15.647027027027026,14.482216216216216,14.246162162162163,426.71000000000004,106.25,105.6,101.78999999999999,113.07,60.95857142857143,14.54142857142857,16.15285714285714,15.178571428571429,15.085714285714285,18.90217162872154,4.692136602451839,4.615656742556918,5.069527145359019,4.524851138353766,17.77958333333333,4.427083333333333,4.3999999999999995,4.711250000000001,4.24125
1232,12708.78,3469.7599999999998,2710.43,3518.09,3010.5,291,43.67278350515464,12.089656357388316,10.345360824742269,11.923573883161511,9.314192439862543,244.49,65.14,55.669999999999995,62.32,61.36,34.92714285714286,8.902857142857142,8.765714285714285,9.305714285714286,7.952857142857142,16.96766355140187,4.632523364485981,3.618731642189586,4.019359145527369,4.697049399198932,18.806923076923077,5.010769230769231,4.282307692307692,4.72,4.793846153846154
1233,11033.84,3002.56,2335.05,3124.67,2571.56,246,44.8530081300813,12.701910569105692,10.45349593495935,12.205528455284552,9.492073170731707,284.34000000000003,79.16,64.47,73.46000000000001,67.25,40.620000000000005,10.494285714285715,9.607142857142858,11.308571428571428,9.209999999999999,17.213478939157568,4.68418096723869,3.6428237129485184,4.01179407176287,4.874680187207488,15.796666666666669,4.397777777777778,3.5816666666666666,3.736111111111111,4.0811111111111105
1235,6737.42,2456.43,2176.87,0.0,2104.12,141,47.78312056737589,0.0,14.922836879432623,17.421489361702125,15.438794326241133,358.98,129.63,115.26,0.0,114.09,51.28285714285715,0.0,16.298571428571428,18.518571428571427,16.465714285714288,17.545364583333335,6.396953125,5.668932291666667,5.479479166666667,,18.893684210526317,6.822631578947369,6.066315789473684,6.004736842105263,
1236,10061.77,2725.3,2306.02,2621.17,2409.28,203,49.56536945812808,12.91216748768473,11.868374384236454,13.42512315270936,11.359704433497537,313.52,89.55,69.72,82.15,72.1,44.78857142857142,11.735714285714286,10.299999999999999,12.792857142857143,9.959999999999999,19.65189453125,5.3228515625,4.5039453125,4.705625,5.11947265625,16.501052631578947,4.713157894736842,3.6694736842105264,3.7947368421052627,4.3236842105263165
1237,13228.210000000001,3382.41,3391.88,3700.92,2753.0,311,42.534437299035375,11.900064308681673,8.85209003215434,10.875916398713827,10.90636655948553,253.79,66.82000000000001,58.66,79.96000000000001,48.35,36.255714285714284,11.422857142857143,6.9071428571428575,9.545714285714286,8.379999999999999,18.145692729766804,4.639794238683128,4.652784636488341,3.776406035665295,5.076707818930041,15.861875,4.17625,3.66625,3.021875,4.9975
1240,12872.34,3175.77,3122.08,3579.14,2995.35,231,55.72441558441559,15.494112554112554,12.966883116883116,13.747922077922079,13.515497835497834,404.88,98.5,96.84,114.61,94.92999999999999,57.839999999999996,16.372857142857143,13.56142857142857,14.071428571428571,13.834285714285715,16.356213468869125,4.035285895806862,3.967064803049555,3.806035578144854,4.547827191867852,14.995555555555555,3.6481481481481484,3.586666666666667,3.5159259259259263,4.244814814814815
1241,6832.71,1834.22,1390.84,2009.08,1598.57,119,57.41773109243697,16.883025210084032,13.433361344537815,15.413613445378152,11.687731092436975,403.85,110.4,78.74,119.84,94.87,57.69285714285714,17.12,13.552857142857144,15.771428571428572,11.248571428571427,18.17210106382979,4.878244680851064,3.699042553191489,4.251515957446808,5.343297872340425,18.356818181818184,5.0181818181818185,3.5790909090909087,4.3122727272727275,5.447272727272727
1243,10488.37,3010.95,2245.88,2728.29,2503.25,246,42.63565040650407,11.09060975609756,10.175813008130081,12.239634146341462,9.12959349593496,268.15,86.71000000000001,56.75,68.5,56.19,38.30714285714286,9.785714285714286,8.027142857142858,12.387142857142859,8.107142857142858,17.627512605042018,5.0604201680672265,3.774588235294118,4.207142857142857,4.585361344537815,15.773529411764704,5.100588235294118,3.338235294117647,3.3052941176470587,4.029411764705882
1244,6542.39,1575.79,1549.93,1941.41,1475.26,131,49.941908396946566,14.819923664122138,11.261526717557253,12.028931297709923,11.831526717557253,328.37,85.7,76.78,96.27000000000001,69.62,46.910000000000004,13.752857142857144,9.945714285714287,12.242857142857144,10.968571428571428,17.49302139037433,4.213342245989304,4.144197860962567,3.9445454545454544,5.190935828877006,17.28263157894737,4.510526315789474,4.041052631578947,3.66421052631579,5.066842105263158
