cow,filename
1057,1057_20231117_140050_frame_342
1057,1057_20231117_140050_frame_127
1057,1057_20231117_140050_frame_578
1057,1057_20231117_140050_frame_546
1057,1057_20231117_140050_frame_565
1057,1057_20231117_140050_frame_434
1057,1057_20231117_140050_frame_366
1057,1057_20231117_140050_frame_3
1057,1057_20231117_140050_frame_487
1057,1057_20231117_140050_frame_84
1057,1057_20231117_140050_frame_15
1116,1116_20231117_141845_frame_784
1116,1116_20231117_141845_frame_351
1116,1116_20231117_141845_frame_772
1116,1116_20231117_141845_frame_235
1116,1116_20231117_141845_frame_24
1116,1116_20231117_141845_frame_264
1116,1116_20231117_141845_frame_50
1116,1116_20231117_141845_frame_873
1116,1116_20231117_141845_frame_797
1116,1116_20231117_141845_frame_820
1116,1116_20231117_141845_frame_18
1116,1116_20231117_141845_frame_166
1116,1116_20231117_141845_frame_239
1116,1116_20231117_141845_frame_1593
1116,1116_20231117_141845_frame_1540
1116,1116_20231117_141845_frame_40
1116,1116_20231117_141845_frame_871
1116,1116_20231117_141845_frame_271
1116,1116_20231117_141845_frame_776
1116,1116_20231117_141845_frame_791
1116,1116_20231117_141845_frame_219
1116,1116_20231117_141845_frame_910
1116,1116_20231117_141845_frame_263
1116,1116_20231117_141845_frame_132
1116,1116_20231117_141845_frame_840
1116,1116_20231117_141845_frame_47
1116,1116_20231117_141845_frame_266
1116,1116_20231117_141845_frame_155
1116,1116_20231117_141845_frame_38
1116,1116_20231117_141845_frame_801
1223,1223_20231117_110830_frame_136
1223,1223_20231117_110830_frame_705
1223,1223_20231117_110830_frame_691
1223,1223_20231117_110830_frame_907
1223,1223_20231117_110830_frame_597
1223,1223_20231117_110830_frame_231
1223,1223_20231117_110830_frame_404
1223,1223_20231117_110830_frame_478
1223,1223_20231117_110830_frame_574
1223,1223_20231117_110830_frame_424
1223,1223_20231117_110830_frame_425
1223,1223_20231117_110830_frame_225
1223,1223_20231117_110830_frame_508
1223,1223_20231117_110830_frame_120
1223,1223_20231117_110830_frame_651
1223,1223_20231117_110830_frame_428
1223,1223_20231117_110830_frame_307
1223,1223_20231117_110830_frame_486
1223,1223_20231117_110830_frame_487
1223,1223_20231117_110830_frame_395
1223,1223_20231117_110830_frame_836
1223,1223_20231117_110830_frame_628
1223,1223_20231117_110830_frame_795
1223,1223_20231117_110830_frame_601
1223,1223_20231117_110830_frame_179
1223,1223_20231117_110830_frame_271
1223,1223_20231117_110830_frame_747
1223,1223_20231117_110830_frame_373
1223,1223_20231117_110830_frame_899
1223,1223_20231117_110830_frame_562
1236,1236_20231117_142505_frame_876
1236,1236_20231117_142505_frame_924
1236,1236_20231117_142505_frame_311
1236,1236_20231117_142505_frame_934
1236,1236_20231117_142505_frame_547
1236,1236_20231117_142505_frame_689
1236,1236_20231117_142505_frame_464
1236,1236_20231117_142505_frame_206
1236,1236_20231117_142505_frame_765
1236,1236_20231117_142505_frame_402
1236,1236_20231117_142505_frame_807
1236,1236_20231117_142505_frame_501
1236,1236_20231117_142505_frame_531
1236,1236_20231117_142505_frame_873
1236,1236_20231117_142505_frame_14
1236,1236_20231117_142505_frame_511
1236,1236_20231117_142505_frame_229
1236,1236_20231117_142505_frame_665
1236,1236_20231117_142505_frame_507
1236,1236_20231117_142505_frame_359
1236,1236_20231117_142505_frame_965
1236,1236_20231117_142505_frame_975
1236,1236_20231117_142505_frame_629
1236,1236_20231117_142505_frame_948
1236,1236_20231117_142505_frame_409
1236,1236_20231117_142505_frame_655
1236,1236_20231117_142505_frame_777
1236,1236_20231117_142505_frame_268
1236,1236_20231117_142505_frame_563
1236,1236_20231117_142505_frame_717
1261,1261_20231117_134027_frame_602
1261,1261_20231117_134027_frame_66
1261,1261_20231117_134027_frame_97
1261,1261_20231117_134027_frame_191
1261,1261_20231117_134027_frame_345
1261,1261_20231117_134027_frame_310
1261,1261_20231117_134027_frame_216
1261,1261_20231117_134027_frame_62
1261,1261_20231117_134027_frame_248
1261,1261_20231117_134027_frame_193
1261,1261_20231117_134027_frame_185
1261,1261_20231117_134027_frame_226
1261,1261_20231117_134027_frame_284
1261,1261_20231117_134027_frame_14
1261,1261_20231117_134027_frame_59
1261,1261_20231117_134027_frame_38
1261,1261_20231117_134027_frame_329
1261,1261_20231117_134027_frame_578
1261,1261_20231117_134027_frame_87
1261,1261_20231117_134027_frame_205
1261,1261_20231117_134027_frame_40
1261,1261_20231117_134027_frame_71
1261,1261_20231117_134027_frame_540
1261,1261_20231117_134027_frame_314
1261,1261_20231117_134027_frame_204
1261,1261_20231117_134027_frame_7
1261,1261_20231117_134027_frame_182
1261,1261_20231117_134027_frame_79
1261,1261_20231117_134027_frame_279
1261,1261_20231117_134027_frame_181
1262,1262_20231117_121934_frame_365
1262,1262_20231117_121934_frame_168
1262,1262_20231117_121934_frame_495
1262,1262_20231117_121934_frame_543
1262,1262_20231117_121934_frame_238
1262,1262_20231117_121934_frame_500
1262,1262_20231117_121934_frame_485
1262,1262_20231117_121934_frame_382
1262,1262_20231117_121934_frame_445
1262,1262_20231117_121934_frame_403
1262,1262_20231117_121934_frame_313
1262,1262_20231117_121934_frame_254
1262,1262_20231117_121934_frame_326
1262,1262_20231117_121934_frame_20
1262,1262_20231117_121934_frame_399
1262,1262_20231117_121934_frame_466
1262,1262_20231117_121934_frame_248
1262,1262_20231117_121934_frame_349
1262,1262_20231117_121934_frame_227
1262,1262_20231117_121934_frame_42
1262,1262_20231117_121934_frame_483
1262,1262_20231117_121934_frame_535
1262,1262_20231117_121934_frame_150
1262,1262_20231117_121934_frame_402
1262,1262_20231117_121934_frame_247
1262,1262_20231117_121934_frame_299
1262,1262_20231117_121934_frame_367
1262,1262_20231117_121934_frame_284
1262,1262_20231117_121934_frame_273
1262,1262_20231117_121934_frame_541
1271,1271_20231117_164614_frame_314
1271,1271_20231117_164614_frame_402
1271,1271_20231117_164614_frame_357
1271,1271_20231117_164614_frame_488
1271,1271_20231117_164614_frame_577
1271,1271_20231117_164614_frame_340
1271,1271_20231117_164614_frame_457
1271,1271_20231117_164614_frame_784
1271,1271_20231117_164614_frame_248
1271,1271_20231117_164614_frame_755
1271,1271_20231117_164614_frame_863
1271,1271_20231117_164614_frame_550
1271,1271_20231117_164614_frame_572
1271,1271_20231117_164614_frame_536
1271,1271_20231117_164614_frame_503
1271,1271_20231117_164614_frame_278
1271,1271_20231117_164614_frame_675
1271,1271_20231117_164614_frame_674
1271,1271_20231117_164614_frame_531
1271,1271_20231117_164614_frame_400
1271,1271_20231117_164614_frame_698
1271,1271_20231117_164614_frame_687
1271,1271_20231117_164614_frame_290
1271,1271_20231117_164614_frame_776
1271,1271_20231117_164614_frame_795
1271,1271_20231117_164614_frame_532
1271,1271_20231117_164614_frame_529
1271,1271_20231117_164614_frame_258
1271,1271_20231117_164614_frame_668
1271,1271_20231117_164614_frame_251
1281,1281_20231117_111109_frame_669
1281,1281_20231117_111109_frame_642
1281,1281_20231117_111109_frame_568
1281,1281_20231117_111109_frame_501
1281,1281_20231117_111109_frame_799
1281,1281_20231117_111109_frame_734
1281,1281_20231117_111109_frame_646
1281,1281_20231117_111109_frame_779
1281,1281_20231117_111109_frame_574
1281,1281_20231117_111109_frame_812
1281,1281_20231117_111109_frame_760
1281,1281_20231117_111109_frame_612
1281,1281_20231117_111109_frame_503
1281,1281_20231117_111109_frame_636
1281,1281_20231117_111109_frame_627
1281,1281_20231117_111109_frame_590
1281,1281_20231117_111109_frame_682
1281,1281_20231117_111109_frame_785
1281,1281_20231117_111109_frame_539
1281,1281_20231117_111109_frame_802
1281,1281_20231117_111109_frame_783
1281,1281_20231117_111109_frame_823
1281,1281_20231117_111109_frame_844
1281,1281_20231117_111109_frame_808
1281,1281_20231117_111109_frame_843
1281,1281_20231117_111109_frame_494
1281,1281_20231117_111109_frame_566
1281,1281_20231117_111109_frame_752
1281,1281_20231117_111109_frame_731
1281,1281_20231117_111109_frame_517
1288,1288_20231117_111541_frame_361
1288,1288_20231117_111541_frame_254
1288,1288_20231117_111541_frame_507
1288,1288_20231117_111541_frame_326
1288,1288_20231117_111541_frame_370
1288,1288_20231117_111541_frame_526
1288,1288_20231117_111541_frame_273
1288,1288_20231117_111541_frame_397
1288,1288_20231117_111541_frame_272
1288,1288_20231117_111541_frame_416
1288,1288_20231117_111541_frame_364
1288,1288_20231117_111541_frame_398
1288,1288_20231117_111541_frame_484
1288,1288_20231117_111541_frame_278
1288,1288_20231117_111541_frame_499
1288,1288_20231117_111541_frame_279
1288,1288_20231117_111541_frame_488
1288,1288_20231117_111541_frame_405
1288,1288_20231117_111541_frame_338
1288,1288_20231117_111541_frame_263
1288,1288_20231117_111541_frame_380
1288,1288_20231117_111541_frame_392
1288,1288_20231117_111541_frame_433
1288,1288_20231117_111541_frame_290
1288,1288_20231117_111541_frame_328
1288,1288_20231117_111541_frame_349
1288,1288_20231117_111541_frame_496
1288,1288_20231117_111541_frame_429
1288,1288_20231117_111541_frame_505
1288,1288_20231117_111541_frame_280
1291,1291_20231117_112153_frame_237
1291,1291_20231117_112153_frame_96
1291,1291_20231117_112153_frame_197
1291,1291_20231117_112153_frame_143
1291,1291_20231117_112153_frame_70
1291,1291_20231117_112153_frame_153
1291,1291_20231117_112153_frame_138
1291,1291_20231117_112153_frame_18
1291,1291_20231117_112153_frame_167
1291,1291_20231117_112153_frame_75
1291,1291_20231117_112153_frame_66
1291,1291_20231117_112153_frame_73
1291,1291_20231117_112153_frame_180
1291,1291_20231117_112153_frame_4
1291,1291_20231117_112153_frame_384
1291,1291_20231117_112153_frame_290
1291,1291_20231117_112153_frame_322
1291,1291_20231117_112153_frame_92
1291,1291_20231117_112153_frame_225
1291,1291_20231117_112153_frame_196
1291,1291_20231117_112153_frame_330
1291,1291_20231117_112153_frame_380
1291,1291_20231117_112153_frame_302
1291,1291_20231117_112153_frame_190
1291,1291_20231117_112153_frame_144
1291,1291_20231117_112153_frame_223
1291,1291_20231117_112153_frame_146
1291,1291_20231117_112153_frame_202
1291,1291_20231117_112153_frame_386
1291,1291_20231117_112153_frame_321
1293,1293_20231117_112814_frame_147
1293,1293_20231117_112814_frame_397
1293,1293_20231117_112814_frame_237
1293,1293_20231117_112814_frame_365
1293,1293_20231117_112814_frame_80
1293,1293_20231117_112814_frame_144
1293,1293_20231117_112814_frame_180
1293,1293_20231117_112814_frame_357
1293,1293_20231117_112814_frame_299
1293,1293_20231117_112814_frame_155
1293,1293_20231117_112814_frame_163
1293,1293_20231117_112814_frame_385
1293,1293_20231117_112814_frame_315
1293,1293_20231117_112814_frame_70
1293,1293_20231117_112814_frame_374
1293,1293_20231117_112814_frame_62
1293,1293_20231117_112814_frame_202
1293,1293_20231117_112814_frame_296
1293,1293_20231117_112814_frame_72
1293,1293_20231117_112814_frame_196
1293,1293_20231117_112814_frame_317
1293,1293_20231117_112814_frame_31
1293,1293_20231117_112814_frame_267
1293,1293_20231117_112814_frame_319
1293,1293_20231117_112814_frame_335
1293,1293_20231117_112814_frame_53
1293,1293_20231117_112814_frame_4
1293,1293_20231117_112814_frame_38
1293,1293_20231117_112814_frame_297
1293,1293_20231117_112814_frame_50
1295,1295_20231117_130928_frame_205
1295,1295_20231117_130928_frame_409
1295,1295_20231117_130928_frame_320
1295,1295_20231117_130928_frame_197
1295,1295_20231117_130928_frame_590
1295,1295_20231117_130928_frame_324
1295,1295_20231117_130928_frame_132
1295,1295_20231117_130928_frame_255
1295,1295_20231117_130928_frame_536
1295,1295_20231117_130928_frame_652
1295,1295_20231117_130928_frame_18
1295,1295_20231117_130928_frame_25
1295,1295_20231117_130928_frame_549
1295,1295_20231117_130928_frame_506
1295,1295_20231117_130928_frame_242
1295,1295_20231117_130928_frame_609
1295,1295_20231117_130928_frame_623
1295,1295_20231117_130928_frame_333
1295,1295_20231117_130928_frame_448
1295,1295_20231117_130928_frame_57
1295,1295_20231117_130928_frame_556
1295,1295_20231117_130928_frame_312
1295,1295_20231117_130928_frame_575
1295,1295_20231117_130928_frame_219
1295,1295_20231117_130928_frame_12
1295,1295_20231117_130928_frame_163
1295,1295_20231117_130928_frame_595
1295,1295_20231117_130928_frame_208
1295,1295_20231117_130928_frame_244
1295,1295_20231117_130928_frame_716
1300,1300_20231117_130153_frame_618
1300,1300_20231117_130153_frame_319
1300,1300_20231117_130153_frame_624
1300,1300_20231117_130153_frame_496
1300,1300_20231117_130153_frame_197
1300,1300_20231117_130153_frame_347
1300,1300_20231117_130153_frame_95
1300,1300_20231117_130153_frame_389
1300,1300_20231117_130153_frame_137
1300,1300_20231117_130153_frame_456
1300,1300_20231117_130153_frame_215
1300,1300_20231117_130153_frame_454
1300,1300_20231117_130153_frame_514
1300,1300_20231117_130153_frame_321
1300,1300_20231117_130153_frame_208
1300,1300_20231117_130153_frame_18
1300,1300_20231117_130153_frame_419
1300,1300_20231117_130153_frame_246
1300,1300_20231117_130153_frame_48
1300,1300_20231117_130153_frame_623
1300,1300_20231117_130153_frame_67
1300,1300_20231117_130153_frame_387
1300,1300_20231117_130153_frame_80
1300,1300_20231117_130153_frame_610
1300,1300_20231117_130153_frame_398
1300,1300_20231117_130153_frame_428
1300,1300_20231117_130153_frame_502
1300,1300_20231117_130153_frame_422
1300,1300_20231117_130153_frame_33
1300,1300_20231117_130153_frame_164
1315,1315_20231117_115302_frame_162
1315,1315_20231117_115302_frame_136
1315,1315_20231117_115302_frame_378
1315,1315_20231117_115302_frame_358
1315,1315_20231117_115302_frame_375
1315,1315_20231117_115302_frame_60
1315,1315_20231117_115302_frame_297
1315,1315_20231117_115302_frame_379
1315,1315_20231117_115302_frame_388
1315,1315_20231117_115302_frame_58
1315,1315_20231117_115302_frame_488
1315,1315_20231117_115302_frame_455
1315,1315_20231117_115302_frame_234
1315,1315_20231117_115302_frame_152
1315,1315_20231117_115302_frame_393
1315,1315_20231117_115302_frame_333
1315,1315_20231117_115302_frame_398
1315,1315_20231117_115302_frame_204
1315,1315_20231117_115302_frame_492
1315,1315_20231117_115302_frame_130
1315,1315_20231117_115302_frame_228
1315,1315_20231117_115302_frame_194
1315,1315_20231117_115302_frame_4
1315,1315_20231117_115302_frame_479
1315,1315_20231117_115302_frame_251
1315,1315_20231117_115302_frame_212
1315,1315_20231117_115302_frame_139
1315,1315_20231117_115302_frame_91
1315,1315_20231117_115302_frame_462
1315,1315_20231117_115302_frame_369
1320,1320_20231117_132737_frame_248
1320,1320_20231117_132737_frame_292
1320,1320_20231117_132737_frame_3
1320,1320_20231117_132737_frame_217
1320,1320_20231117_132737_frame_479
1320,1320_20231117_132737_frame_476
1320,1320_20231117_132737_frame_222
1320,1320_20231117_132737_frame_460
1320,1320_20231117_132737_frame_253
1320,1320_20231117_132737_frame_215
1320,1320_20231117_132737_frame_264
1320,1320_20231117_132737_frame_449
1320,1320_20231117_132737_frame_424
1320,1320_20231117_132737_frame_464
1320,1320_20231117_132737_frame_231
1320,1320_20231117_132737_frame_319
1320,1320_20231117_132737_frame_507
1320,1320_20231117_132737_frame_214
1320,1320_20231117_132737_frame_490
1320,1320_20231117_132737_frame_483
1320,1320_20231117_132737_frame_484
1320,1320_20231117_132737_frame_311
1320,1320_20231117_132737_frame_477
1320,1320_20231117_132737_frame_502
1320,1320_20231117_132737_frame_269
1320,1320_20231117_132737_frame_336
1320,1320_20231117_132737_frame_284
1320,1320_20231117_132737_frame_478
1320,1320_20231117_132737_frame_313
1320,1320_20231117_132737_frame_299
1325,1325_20231117_113835_frame_744
1325,1325_20231117_113835_frame_844
1325,1325_20231117_113835_frame_153
1325,1325_20231117_113835_frame_683
1325,1325_20231117_113835_frame_304
1325,1325_20231117_113835_frame_225
1325,1325_20231117_113835_frame_169
1325,1325_20231117_113835_frame_658
1325,1325_20231117_113835_frame_634
1325,1325_20231117_113835_frame_865
1325,1325_20231117_113835_frame_787
1325,1325_20231117_113835_frame_564
1325,1325_20231117_113835_frame_713
1325,1325_20231117_113835_frame_716
1325,1325_20231117_113835_frame_245
1325,1325_20231117_113835_frame_388
1325,1325_20231117_113835_frame_371
1325,1325_20231117_113835_frame_846
1325,1325_20231117_113835_frame_886
1325,1325_20231117_113835_frame_284
1325,1325_20231117_113835_frame_743
1325,1325_20231117_113835_frame_814
1325,1325_20231117_113835_frame_429
1325,1325_20231117_113835_frame_643
1325,1325_20231117_113835_frame_212
1325,1325_20231117_113835_frame_819
1325,1325_20231117_113835_frame_588
1325,1325_20231117_113835_frame_468
1325,1325_20231117_113835_frame_739
1325,1325_20231117_113835_frame_651
1329,1329_20231117_132115_frame_274
1329,1329_20231117_132115_frame_5
1329,1329_20231117_132115_frame_60
1329,1329_20231117_132115_frame_481
1329,1329_20231117_132115_frame_236
1329,1329_20231117_132115_frame_87
1329,1329_20231117_132115_frame_491
1329,1329_20231117_132115_frame_490
1329,1329_20231117_132115_frame_259
1329,1329_20231117_132115_frame_93
1329,1329_20231117_132115_frame_252
1329,1329_20231117_132115_frame_340
1329,1329_20231117_132115_frame_433
1329,1329_20231117_132115_frame_482
1329,1329_20231117_132115_frame_67
1329,1329_20231117_132115_frame_76
1329,1329_20231117_132115_frame_333
1329,1329_20231117_132115_frame_74
1329,1329_20231117_132115_frame_253
1329,1329_20231117_132115_frame_797
1329,1329_20231117_132115_frame_98
1329,1329_20231117_132115_frame_32
1329,1329_20231117_132115_frame_265
1329,1329_20231117_132115_frame_69
1329,1329_20231117_132115_frame_26
1329,1329_20231117_132115_frame_269
1329,1329_20231117_132115_frame_358
1329,1329_20231117_132115_frame_296
1329,1329_20231117_132115_frame_275
1329,1329_20231117_132115_frame_329
1335,1335_20231117_121441_frame_338
1335,1335_20231117_121441_frame_524
1335,1335_20231117_121441_frame_172
1335,1335_20231117_121441_frame_310
1335,1335_20231117_121441_frame_82
1335,1335_20231117_121441_frame_373
1335,1335_20231117_121441_frame_76
1335,1335_20231117_121441_frame_363
1335,1335_20231117_121441_frame_137
1335,1335_20231117_121441_frame_320
1335,1335_20231117_121441_frame_153
1335,1335_20231117_121441_frame_430
1335,1335_20231117_121441_frame_74
1335,1335_20231117_121441_frame_344
1335,1335_20231117_121441_frame_319
1335,1335_20231117_121441_frame_391
1335,1335_20231117_121441_frame_255
1335,1335_20231117_121441_frame_250
1335,1335_20231117_121441_frame_339
1335,1335_20231117_121441_frame_398
1335,1335_20231117_121441_frame_397
1335,1335_20231117_121441_frame_256
1335,1335_20231117_121441_frame_389
1335,1335_20231117_121441_frame_374
1335,1335_20231117_121441_frame_168
1335,1335_20231117_121441_frame_335
1335,1335_20231117_121441_frame_496
1335,1335_20231117_121441_frame_321
1335,1335_20231117_121441_frame_187
1335,1335_20231117_121441_frame_44
1354,1354_20231117_125009_frame_453
1354,1354_20231117_125009_frame_612
1354,1354_20231117_125009_frame_22
1354,1354_20231117_125009_frame_133
1354,1354_20231117_125009_frame_484
1354,1354_20231117_125009_frame_694
1354,1354_20231117_125009_frame_181
1354,1354_20231117_125009_frame_209
1354,1354_20231117_125009_frame_97
1354,1354_20231117_125009_frame_120
1354,1354_20231117_125009_frame_299
1354,1354_20231117_125009_frame_647
1354,1354_20231117_125009_frame_165
1354,1354_20231117_125009_frame_642
1354,1354_20231117_125009_frame_82
1354,1354_20231117_125009_frame_195
1354,1354_20231117_125009_frame_399
1354,1354_20231117_125009_frame_573
1354,1354_20231117_125009_frame_396
1354,1354_20231117_125009_frame_657
1354,1354_20231117_125009_frame_625
1354,1354_20231117_125009_frame_403
1354,1354_20231117_125009_frame_585
1354,1354_20231117_125009_frame_248
1354,1354_20231117_125009_frame_565
1354,1354_20231117_125009_frame_221
1354,1354_20231117_125009_frame_237
1354,1354_20231117_125009_frame_323
1354,1354_20231117_125009_frame_336
1354,1354_20231117_125009_frame_504
1359,1359_20231117_124049_frame_124
1359,1359_20231117_124049_frame_246
1359,1359_20231117_124049_frame_21
1359,1359_20231117_124049_frame_424
1359,1359_20231117_124049_frame_81
1359,1359_20231117_124049_frame_404
1359,1359_20231117_124049_frame_357
1359,1359_20231117_124049_frame_418
1359,1359_20231117_124049_frame_479
1359,1359_20231117_124049_frame_210
1359,1359_20231117_124049_frame_84
1359,1359_20231117_124049_frame_71
1359,1359_20231117_124049_frame_98
1359,1359_20231117_124049_frame_87
1359,1359_20231117_124049_frame_56
1359,1359_20231117_124049_frame_4
1359,1359_20231117_124049_frame_160
1359,1359_20231117_124049_frame_27
1359,1359_20231117_124049_frame_89
1359,1359_20231117_124049_frame_492
1359,1359_20231117_124049_frame_530
1359,1359_20231117_124049_frame_146
1359,1359_20231117_124049_frame_460
1359,1359_20231117_124049_frame_419
1359,1359_20231117_124049_frame_386
1359,1359_20231117_124049_frame_422
1359,1359_20231117_124049_frame_135
1359,1359_20231117_124049_frame_390
1359,1359_20231117_124049_frame_545
1359,1359_20231117_124049_frame_14
1360,1360_20231117_150535_frame_989
1360,1360_20231117_150535_frame_1079
1360,1360_20231117_150535_frame_263
1360,1360_20231117_150535_frame_218
1360,1360_20231117_150535_frame_167
1360,1360_20231117_150535_frame_851
1360,1360_20231117_150535_frame_1104
1360,1360_20231117_150535_frame_111
1360,1360_20231117_150535_frame_872
1360,1360_20231117_150535_frame_837
1360,1360_20231117_150535_frame_223
1360,1360_20231117_150535_frame_1115
1360,1360_20231117_150535_frame_255
1360,1360_20231117_150535_frame_25
1360,1360_20231117_150535_frame_1088
1360,1360_20231117_150535_frame_386
1360,1360_20231117_150535_frame_369
1360,1360_20231117_150535_frame_356
1360,1360_20231117_150535_frame_974
1360,1360_20231117_150535_frame_93
1360,1360_20231117_150535_frame_392
1360,1360_20231117_150535_frame_1039
1360,1360_20231117_150535_frame_252
1360,1360_20231117_150535_frame_281
1360,1360_20231117_150535_frame_863
1360,1360_20231117_150535_frame_958
1360,1360_20231117_150535_frame_1045
1360,1360_20231117_150535_frame_830
1360,1360_20231117_150535_frame_235
1360,1360_20231117_150535_frame_867
1376,1376_20231117_123958_frame_471
1376,1376_20231117_123958_frame_238
1376,1376_20231117_123958_frame_328
1376,1376_20231117_123958_frame_69
1376,1376_20231117_123958_frame_222
1376,1376_20231117_123958_frame_396
1376,1376_20231117_123958_frame_14
1376,1376_20231117_123958_frame_387
1376,1376_20231117_123958_frame_41
1376,1376_20231117_123958_frame_9
1376,1376_20231117_123958_frame_56
1376,1376_20231117_123958_frame_97
1376,1376_20231117_123958_frame_335
1376,1376_20231117_123958_frame_536
1376,1376_20231117_123958_frame_279
1376,1376_20231117_123958_frame_65
1376,1376_20231117_123958_frame_239
1376,1376_20231117_123958_frame_85
1376,1376_20231117_123958_frame_68
1376,1376_20231117_123958_frame_137
1376,1376_20231117_123958_frame_459
1376,1376_20231117_123958_frame_530
1376,1376_20231117_123958_frame_177
1376,1376_20231117_123958_frame_73
1376,1376_20231117_123958_frame_321
1376,1376_20231117_123958_frame_507
1376,1376_20231117_123958_frame_218
1376,1376_20231117_123958_frame_230
1376,1376_20231117_123958_frame_194
1376,1376_20231117_123958_frame_172
