Animal Number;Date;Begin Time;End Time;Yield;Kickoff LF;Kickoff Milkings;Kickoff LR;Kickoff RF;Kickoff RR
1074;10/24/2023;10/24/2023 3:05 AM;3:12 AM;17.39;Unchecked;0;Unchecked;Unchecked;Unchecked
1417;10/24/2023;10/24/2023 3:07 AM;3:12 AM;13.15;Unchecked;0;Unchecked;Unchecked;Unchecked
1200;10/24/2023;10/24/2023 3:08 AM;3:15 AM;14.74;Unchecked;0;Unchecked;Unchecked;Unchecked
1367;10/24/2023;10/24/2023 3:08 AM;3:16 AM;15.07;Unchecked;0;Unchecked;Unchecked;Unchecked
1116;10/24/2023;10/24/2023 3:13 AM;3:19 AM;16.21;Unchecked;0;Unchecked;Unchecked;Unchecked
1432;10/24/2023;10/24/2023 3:17 AM;3:23 AM;10.77;Unchecked;0;Unchecked;Unchecked;Unchecked
778;10/24/2023;10/24/2023 3:15 AM;3:23 AM;12.29;Unchecked;0;Unchecked;Unchecked;Unchecked
1252;10/24/2023;10/24/2023 3:14 AM;3:27 AM;25.51;Unchecked;0;Unchecked;Unchecked;Unchecked
1237;10/24/2023;10/24/2023 3:20 AM;3:27 AM;17.91;Unchecked;0;Unchecked;Unchecked;Unchecked
1441;10/24/2023;10/24/2023 3:23 AM;3:29 AM;7.60;Unchecked;0;Unchecked;Unchecked;Unchecked
1266;10/24/2023;10/24/2023 3:23 AM;3:32 AM;14.88;Unchecked;0;Unchecked;Unchecked;Unchecked
1440;10/24/2023;10/24/2023 3:28 AM;3:33 AM;7.21;Unchecked;0;Unchecked;Unchecked;Unchecked
872;10/24/2023;10/24/2023 3:27 AM;3:35 AM;16.19;Unchecked;0;Unchecked;Unchecked;Unchecked
1151;10/24/2023;10/24/2023 3:32 AM;3:38 AM;17.47;Unchecked;0;Unchecked;Unchecked;Unchecked
1328;10/24/2023;10/24/2023 3:34 AM;3:40 AM;18.88;Unchecked;0;Unchecked;Unchecked;Unchecked
1279;10/24/2023;10/24/2023 3:36 AM;3:42 AM;20.31;Unchecked;0;Unchecked;Unchecked;Unchecked
1233;10/24/2023;10/24/2023 3:38 AM;3:44 AM;16.25;Unchecked;0;Unchecked;Unchecked;Unchecked
1343;10/24/2023;10/24/2023 3:38 AM;3:45 AM;19.33;Unchecked;0;Unchecked;Unchecked;Unchecked
1449;10/24/2023;10/24/2023 3:41 AM;3:45 AM;9.30;Unchecked;0;Unchecked;Unchecked;Unchecked
1232;10/24/2023;10/24/2023 3:42 AM;3:51 AM;16.58;Unchecked;0;Unchecked;Unchecked;Unchecked
1171;10/24/2023;10/24/2023 3:45 AM;3:51 AM;22.35;Unchecked;0;Unchecked;Unchecked;Unchecked
1382;10/24/2023;10/24/2023 3:49 AM;3:55 AM;16.81;Unchecked;0;Unchecked;Unchecked;Unchecked
902;10/24/2023;10/24/2023 3:47 AM;3:55 AM;13.69;Unchecked;1;Checked;Unchecked;Unchecked
1273;10/24/2023;10/24/2023 3:52 AM;3:58 AM;14.85;Unchecked;0;Unchecked;Unchecked;Unchecked
1276;10/24/2023;10/24/2023 3:52 AM;4:00 AM;23.10;Unchecked;0;Unchecked;Unchecked;Unchecked
1335;10/24/2023;10/24/2023 3:56 AM;4:01 AM;14.95;Unchecked;0;Unchecked;Unchecked;Unchecked
1245;10/24/2023;10/24/2023 3:59 AM;4:06 AM;19.01;Unchecked;0;Unchecked;Unchecked;Unchecked
1288;10/24/2023;10/24/2023 3:56 AM;4:06 AM;12.32;Unchecked;1;Checked;Unchecked;Unchecked
1406;10/24/2023;10/24/2023 4:02 AM;4:07 AM;11.45;Unchecked;0;Unchecked;Unchecked;Unchecked
627;10/24/2023;10/24/2023 4:03 AM;4:09 AM;20.31;Unchecked;0;Unchecked;Unchecked;Unchecked
1461;10/24/2023;10/24/2023 4:07 AM;4:12 AM;11.03;Unchecked;0;Unchecked;Unchecked;Unchecked
1423;10/24/2023;10/24/2023 4:08 AM;4:13 AM;14.31;Unchecked;0;Unchecked;Unchecked;Unchecked
1263;10/24/2023;10/24/2023 4:07 AM;4:13 AM;17.71;Unchecked;0;Unchecked;Unchecked;Unchecked
978;10/24/2023;10/24/2023 4:10 AM;4:18 AM;15.02;Unchecked;0;Unchecked;Unchecked;Unchecked
1486;10/24/2023;10/24/2023 4:15 AM;4:19 AM;9.95;Unchecked;0;Unchecked;Unchecked;Unchecked
1255;10/24/2023;10/24/2023 4:14 AM;4:20 AM;15.67;Unchecked;0;Unchecked;Unchecked;Unchecked
1454;10/24/2023;10/24/2023 4:13 AM;4:22 AM;15.94;Unchecked;0;Unchecked;Unchecked;Unchecked
723;10/24/2023;10/24/2023 4:18 AM;4:24 AM;19.00;Unchecked;0;Unchecked;Unchecked;Unchecked
1399;10/24/2023;10/24/2023 4:20 AM;4:27 AM;13.60;Unchecked;0;Unchecked;Unchecked;Unchecked
1418;10/24/2023;10/24/2023 4:23 AM;4:28 AM;17.19;Unchecked;0;Unchecked;Unchecked;Unchecked
962;10/24/2023;10/24/2023 4:21 AM;4:29 AM;20.73;Unchecked;0;Unchecked;Unchecked;Unchecked
1427;10/24/2023;10/24/2023 4:28 AM;4:33 AM;14.51;Unchecked;0;Unchecked;Unchecked;Unchecked
1320;10/24/2023;10/24/2023 4:29 AM;4:36 AM;16.62;Unchecked;0;Unchecked;Unchecked;Unchecked
1101;10/24/2023;10/24/2023 4:31 AM;4:37 AM;13.32;Unchecked;0;Unchecked;Unchecked;Unchecked
722;10/24/2023;10/24/2023 4:24 AM;4:38 AM;28.03;Unchecked;0;Unchecked;Unchecked;Unchecked
1468;10/24/2023;10/24/2023 4:34 AM;4:41 AM;13.95;Unchecked;0;Unchecked;Unchecked;Unchecked
1433;10/24/2023;10/24/2023 4:37 AM;4:42 AM;12.36;Unchecked;0;Unchecked;Unchecked;Unchecked
736;10/24/2023;10/24/2023 4:38 AM;4:48 AM;19.78;Unchecked;0;Unchecked;Unchecked;Unchecked
747;10/24/2023;10/24/2023 4:39 AM;4:48 AM;21.57;Unchecked;0;Unchecked;Unchecked;Unchecked
1312;10/24/2023;10/24/2023 4:43 AM;4:51 AM;16.17;Unchecked;0;Unchecked;Unchecked;Unchecked
1371;10/24/2023;10/24/2023 4:47 AM;4:53 AM;9.54;Unchecked;0;Unchecked;Unchecked;Unchecked
1040;10/24/2023;10/24/2023 4:48 AM;4:57 AM;21.20;Unchecked;0;Unchecked;Unchecked;Unchecked
1284;10/24/2023;10/24/2023 4:53 AM;4:59 AM;18.29;Unchecked;0;Unchecked;Unchecked;Unchecked
1447;10/24/2023;10/24/2023 4:53 AM;4:59 AM;7.60;Unchecked;0;Unchecked;Unchecked;Unchecked
729;10/24/2023;10/24/2023 4:49 AM;5:02 AM;36.76;Unchecked;0;Unchecked;Unchecked;Unchecked
1258;10/24/2023;10/24/2023 4:58 AM;5:03 AM;14.75;Unchecked;0;Unchecked;Unchecked;Unchecked
1058;10/24/2023;10/24/2023 5:00 AM;5:07 AM;17.70;Unchecked;0;Unchecked;Unchecked;Unchecked
1407;10/24/2023;10/24/2023 5:02 AM;5:08 AM;13.21;Unchecked;0;Unchecked;Unchecked;Unchecked
1315;10/24/2023;10/24/2023 5:08 AM;5:12 AM;8.47;Unchecked;0;Unchecked;Unchecked;Unchecked
1267;10/24/2023;10/24/2023 5:05 AM;5:13 AM;15.25;Unchecked;0;Unchecked;Unchecked;Unchecked
1291;10/24/2023;10/24/2023 5:11 AM;5:16 AM;15.78;Unchecked;0;Unchecked;Unchecked;Unchecked
1477;10/24/2023;10/24/2023 5:13 AM;5:21 AM;10.83;Unchecked;0;Unchecked;Unchecked;Unchecked
807;10/24/2023;10/24/2023 5:15 AM;5:22 AM;13.22;Unchecked;0;Unchecked;Unchecked;Unchecked
1223;10/24/2023;10/24/2023 5:17 AM;5:22 AM;15.67;Unchecked;0;Unchecked;Unchecked;Unchecked
1259;10/24/2023;10/24/2023 5:18 AM;5:24 AM;15.27;Unchecked;0;Unchecked;Unchecked;Unchecked
1391;10/24/2023;10/24/2023 5:23 AM;5:28 AM;10.65;Unchecked;0;Unchecked;Unchecked;Unchecked
1277;10/24/2023;10/24/2023 5:24 AM;5:31 AM;14.90;Unchecked;0;Unchecked;Unchecked;Unchecked
1430;10/24/2023;10/24/2023 5:21 AM;5:32 AM;19.25;Unchecked;0;Unchecked;Unchecked;Unchecked
1219;10/24/2023;10/24/2023 5:24 AM;5:33 AM;20.26;Unchecked;0;Unchecked;Unchecked;Unchecked
1261;10/24/2023;10/24/2023 5:29 AM;5:37 AM;18.10;Unchecked;0;Unchecked;Unchecked;Unchecked
1067;10/24/2023;10/24/2023 5:32 AM;5:37 AM;11.87;Unchecked;0;Unchecked;Unchecked;Unchecked
904;10/24/2023;10/24/2023 5:32 AM;5:39 AM;17.00;Unchecked;0;Unchecked;Unchecked;Unchecked
1365;10/24/2023;10/24/2023 5:37 AM;5:42 AM;11.26;Unchecked;0;Unchecked;Unchecked;Unchecked
1212;10/24/2023;10/24/2023 5:35 AM;5:42 AM;20.81;Unchecked;0;Unchecked;Unchecked;Unchecked
1389;10/24/2023;10/24/2023 5:38 AM;5:47 AM;18.62;Unchecked;0;Unchecked;Unchecked;Unchecked
785;10/24/2023;10/24/2023 5:43 AM;5:49 AM;11.85;Unchecked;0;Unchecked;Unchecked;Unchecked
1039;10/24/2023;10/24/2023 5:40 AM;5:49 AM;23.31;Unchecked;0;Unchecked;Unchecked;Unchecked
1334;10/24/2023;10/24/2023 5:43 AM;5:50 AM;13.63;Unchecked;0;Unchecked;Unchecked;Unchecked
1127;10/24/2023;10/24/2023 5:48 AM;5:56 AM;18.18;Unchecked;0;Unchecked;Unchecked;Unchecked
1246;10/24/2023;10/24/2023 5:50 AM;5:57 AM;16.31;Unchecked;0;Unchecked;Unchecked;Unchecked
1061;10/24/2023;10/24/2023 5:50 AM;6:00 AM;20.01;Unchecked;0;Unchecked;Unchecked;Unchecked
1329;10/24/2023;10/24/2023 5:56 AM;6:03 AM;16.24;Unchecked;0;Unchecked;Unchecked;Unchecked
1398;10/24/2023;10/24/2023 5:56 AM;6:03 AM;12.80;Unchecked;0;Unchecked;Unchecked;Unchecked
1094;10/24/2023;10/24/2023 6:01 AM;6:06 AM;11.08;Unchecked;0;Unchecked;Unchecked;Unchecked
897;10/24/2023;10/24/2023 5:57 AM;6:07 AM;25.76;Unchecked;0;Unchecked;Unchecked;Unchecked
1359;10/24/2023;10/24/2023 6:04 AM;6:11 AM;14.38;Unchecked;0;Unchecked;Unchecked;Unchecked
1478;10/24/2023;10/24/2023 6:07 AM;6:12 AM;9.23;Unchecked;0;Unchecked;Unchecked;Unchecked
924;10/24/2023;10/24/2023 6:07 AM;6:14 AM;20.37;Unchecked;0;Unchecked;Unchecked;Unchecked
1163;10/24/2023;10/24/2023 6:07 AM;6:18 AM;16.08;Unchecked;0;Unchecked;Unchecked;Unchecked
1272;10/24/2023;10/24/2023 6:11 AM;6:20 AM;18.46;Unchecked;0;Unchecked;Unchecked;Unchecked
1240;10/24/2023;10/24/2023 6:15 AM;6:20 AM;12.80;Unchecked;0;Unchecked;Unchecked;Unchecked
1361;10/24/2023;10/24/2023 6:16 AM;6:22 AM;12.29;Unchecked;0;Unchecked;Unchecked;Unchecked
808;10/24/2023;10/24/2023 6:18 AM;6:25 AM;19.50;Unchecked;0;Unchecked;Unchecked;Unchecked
868;10/24/2023;10/24/2023 6:21 AM;6:27 AM;13.93;Unchecked;0;Unchecked;Unchecked;Unchecked
1400;10/24/2023;10/24/2023 6:20 AM;6:27 AM;13.18;Unchecked;0;Unchecked;Unchecked;Unchecked
981;10/24/2023;10/24/2023 6:28 AM;6:33 AM;6.74;Unchecked;0;Unchecked;Unchecked;Unchecked
1434;10/24/2023;10/24/2023 6:26 AM;6:34 AM;16.61;Unchecked;0;Unchecked;Unchecked;Unchecked
1092;10/24/2023;10/24/2023 6:27 AM;6:38 AM;25.05;Unchecked;0;Unchecked;Unchecked;Unchecked
1300;10/24/2023;10/24/2023 6:33 AM;6:39 AM;13.82;Unchecked;1;Unchecked;Unchecked;Checked
1274;10/24/2023;10/24/2023 6:34 AM;6:39 AM;8.46;Unchecked;0;Unchecked;Unchecked;Unchecked
1319;10/24/2023;10/24/2023 6:34 AM;6:43 AM;10.25;Unchecked;0;Unchecked;Unchecked;Unchecked
842;10/24/2023;10/24/2023 6:38 AM;6:43 AM;16.42;Unchecked;0;Unchecked;Unchecked;Unchecked
1231;10/24/2023;10/24/2023 6:40 AM;6:44 AM;11.58;Unchecked;0;Unchecked;Unchecked;Unchecked
1435;10/24/2023;10/24/2023 6:42 AM;6:47 AM;12.79;Unchecked;0;Unchecked;Unchecked;Unchecked
1323;10/24/2023;10/24/2023 6:44 AM;6:51 AM;15.78;Unchecked;0;Unchecked;Unchecked;Unchecked
1372;10/24/2023;10/24/2023 6:48 AM;6:55 AM;20.37;Unchecked;0;Unchecked;Unchecked;Unchecked
1084;10/24/2023;10/24/2023 6:45 AM;6:55 AM;14.88;Unchecked;0;Unchecked;Unchecked;Unchecked
1363;10/24/2023;10/24/2023 6:55 AM;7:00 AM;12.12;Unchecked;0;Unchecked;Unchecked;Unchecked
1153;10/24/2023;10/24/2023 6:54 AM;7:01 AM;23.95;Unchecked;0;Unchecked;Unchecked;Unchecked
571;10/24/2023;10/24/2023 6:53 AM;7:01 AM;15.08;Unchecked;1;Unchecked;Unchecked;Checked
905;10/24/2023;10/24/2023 6:57 AM;7:03 AM;15.87;Unchecked;0;Unchecked;Unchecked;Unchecked
1429;10/24/2023;10/24/2023 7:01 AM;7:08 AM;17.50;Unchecked;0;Unchecked;Unchecked;Unchecked
915;10/24/2023;10/24/2023 7:02 AM;7:12 AM;25.74;Unchecked;0;Unchecked;Unchecked;Unchecked
1463;10/24/2023;10/24/2023 7:02 AM;7:12 AM;25.82;Unchecked;0;Unchecked;Unchecked;Unchecked
975;10/24/2023;10/24/2023 7:05 AM;7:14 AM;22.44;Unchecked;0;Unchecked;Unchecked;Unchecked
1148;10/24/2023;10/24/2023 7:09 AM;7:15 AM;20.23;Unchecked;0;Unchecked;Unchecked;Unchecked
1370;10/24/2023;10/24/2023 7:15 AM;7:21 AM;13.10;Unchecked;0;Unchecked;Unchecked;Unchecked
703;10/24/2023;10/24/2023 7:13 AM;7:21 AM;19.13;Unchecked;0;Unchecked;Unchecked;Unchecked
1270;10/24/2023;10/24/2023 7:13 AM;7:21 AM;17.12;Unchecked;0;Unchecked;Unchecked;Unchecked
1241;10/24/2023;10/24/2023 7:14 AM;7:21 AM;17.84;Unchecked;0;Unchecked;Unchecked;Unchecked
1436;10/24/2023;10/24/2023 7:22 AM;7:27 AM;12.52;Unchecked;0;Unchecked;Unchecked;Unchecked
1294;10/24/2023;10/24/2023 7:21 AM;7:30 AM;22.44;Unchecked;0;Unchecked;Unchecked;Unchecked
1145;10/24/2023;10/24/2023 7:22 AM;7:33 AM;27.10;Unchecked;0;Unchecked;Unchecked;Unchecked
1472;10/24/2023;10/24/2023 7:29 AM;7:39 AM;12.04;Unchecked;0;Unchecked;Unchecked;Unchecked
1207;10/24/2023;10/24/2023 7:33 AM;7:41 AM;16.21;Unchecked;0;Unchecked;Unchecked;Unchecked
1325;10/24/2023;10/24/2023 7:34 AM;7:41 AM;17.42;Unchecked;0;Unchecked;Unchecked;Unchecked
1023;10/24/2023;10/24/2023 7:31 AM;7:41 AM;26.55;Unchecked;0;Unchecked;Unchecked;Unchecked
970;10/24/2023;10/24/2023 7:40 AM;7:47 AM;17.24;Unchecked;0;Unchecked;Unchecked;Unchecked
1283;10/24/2023;10/24/2023 7:42 AM;7:49 AM;19.97;Unchecked;0;Unchecked;Unchecked;Unchecked
686;10/24/2023;10/24/2023 7:43 AM;7:50 AM;20.92;Unchecked;0;Unchecked;Unchecked;Unchecked
1142;10/24/2023;10/24/2023 7:41 AM;7:50 AM;20.67;Unchecked;0;Unchecked;Unchecked;Unchecked
971;10/24/2023;10/24/2023 7:48 AM;7:54 AM;18.09;Unchecked;0;Unchecked;Unchecked;Unchecked
1321;10/24/2023;10/24/2023 7:50 AM;7:55 AM;17.68;Unchecked;0;Unchecked;Unchecked;Unchecked
1286;10/24/2023;10/24/2023 7:54 AM;8:00 AM;10.93;Unchecked;0;Unchecked;Unchecked;Unchecked
1282;10/24/2023;10/24/2023 7:56 AM;8:01 AM;12.04;Unchecked;0;Unchecked;Unchecked;Unchecked
1327;10/24/2023;10/24/2023 7:56 AM;8:04 AM;20.27;Unchecked;0;Unchecked;Unchecked;Unchecked
1244;10/24/2023;10/24/2023 8:01 AM;8:06 AM;12.91;Unchecked;0;Unchecked;Unchecked;Unchecked
1003;10/24/2023;10/24/2023 8:02 AM;8:08 AM;16.97;Unchecked;0;Unchecked;Unchecked;Unchecked
1475;10/24/2023;10/24/2023 8:05 AM;8:11 AM;19.92;Unchecked;0;Unchecked;Unchecked;Unchecked
1480;10/24/2023;10/24/2023 8:04 AM;8:14 AM;15.30;Unchecked;0;Unchecked;Unchecked;Unchecked
948;10/24/2023;10/24/2023 8:07 AM;8:15 AM;21.61;Unchecked;0;Unchecked;Unchecked;Unchecked
1192;10/24/2023;10/24/2023 8:09 AM;8:17 AM;17.94;Unchecked;0;Unchecked;Unchecked;Unchecked
1476;10/24/2023;10/24/2023 8:12 AM;8:20 AM;12.53;Unchecked;0;Unchecked;Unchecked;Unchecked
1487;10/24/2023;10/24/2023 8:15 AM;8:21 AM;9.45;Unchecked;0;Unchecked;Unchecked;Unchecked
922;10/24/2023;10/24/2023 8:15 AM;8:22 AM;19.75;Unchecked;0;Unchecked;Unchecked;Unchecked
856;10/24/2023;10/24/2023 8:18 AM;8:24 AM;21.92;Unchecked;0;Unchecked;Unchecked;Unchecked
1458;10/24/2023;10/24/2023 8:21 AM;8:26 AM;13.64;Unchecked;0;Unchecked;Unchecked;Unchecked
778;10/24/2023;10/24/2023 8:23 AM;8:28 AM;8.23;Unchecked;0;Unchecked;Unchecked;Unchecked
1078;10/24/2023;10/24/2023 8:21 AM;8:28 AM;15.52;Unchecked;0;Unchecked;Unchecked;Unchecked
1331;10/24/2023;10/24/2023 8:27 AM;8:33 AM;19.15;Unchecked;0;Unchecked;Unchecked;Unchecked
912;10/24/2023;10/24/2023 8:28 AM;8:34 AM;18.62;Unchecked;0;Unchecked;Unchecked;Unchecked
1457;10/24/2023;10/24/2023 8:29 AM;8:35 AM;14.93;Unchecked;1;Checked;Unchecked;Checked
454;10/24/2023;10/24/2023 8:33 AM;8:40 AM;15.21;Unchecked;0;Unchecked;Unchecked;Unchecked
1360;10/24/2023;10/24/2023 8:34 AM;8:40 AM;11.97;Unchecked;0;Unchecked;Unchecked;Unchecked
1451;10/24/2023;10/24/2023 8:36 AM;8:41 AM;12.65;Unchecked;0;Unchecked;Unchecked;Unchecked
1089;10/24/2023;10/24/2023 8:35 AM;8:42 AM;21.40;Unchecked;0;Unchecked;Unchecked;Unchecked
1424;10/24/2023;10/24/2023 8:41 AM;8:46 AM;9.25;Unchecked;0;Unchecked;Unchecked;Unchecked
1276;10/24/2023;10/24/2023 8:41 AM;8:48 AM;14.79;Unchecked;0;Unchecked;Unchecked;Unchecked
1271;10/24/2023;10/24/2023 8:42 AM;8:49 AM;15.60;Unchecked;0;Unchecked;Unchecked;Unchecked
1140;10/24/2023;10/24/2023 8:43 AM;8:50 AM;16.70;Unchecked;0;Unchecked;Unchecked;Unchecked
985;10/24/2023;10/24/2023 8:48 AM;8:54 AM;15.93;Unchecked;0;Unchecked;Unchecked;Unchecked
1474;10/24/2023;10/24/2023 8:47 AM;8:55 AM;15.08;Unchecked;0;Unchecked;Unchecked;Unchecked
1442;10/24/2023;10/24/2023 8:49 AM;8:56 AM;12.55;Unchecked;0;Unchecked;Unchecked;Unchecked
837;10/24/2023;10/24/2023 8:51 AM;8:57 AM;18.36;Unchecked;0;Unchecked;Unchecked;Unchecked
921;10/24/2023;10/24/2023 8:54 AM;9:01 AM;18.81;Unchecked;0;Unchecked;Unchecked;Unchecked
1224;10/24/2023;10/24/2023 8:57 AM;9:03 AM;20.01;Unchecked;0;Unchecked;Unchecked;Unchecked
1419;10/24/2023;10/24/2023 8:57 AM;9:04 AM;15.47;Unchecked;0;Unchecked;Unchecked;Unchecked
1388;10/24/2023;10/24/2023 8:55 AM;9:04 AM;19.28;Unchecked;0;Unchecked;Unchecked;Unchecked
1401;10/24/2023;10/24/2023 9:04 AM;9:09 AM;11.73;Unchecked;0;Unchecked;Unchecked;Unchecked
1144;10/24/2023;10/24/2023 9:04 AM;9:10 AM;15.92;Unchecked;0;Unchecked;Unchecked;Unchecked
1397;10/24/2023;10/24/2023 9:05 AM;9:10 AM;11.63;Unchecked;0;Unchecked;Unchecked;Unchecked
1305;10/24/2023;10/24/2023 9:03 AM;9:13 AM;17.24;Unchecked;0;Unchecked;Unchecked;Unchecked
738;10/24/2023;10/24/2023 9:10 AM;9:15 AM;10.63;Unchecked;0;Unchecked;Unchecked;Unchecked
1453;10/24/2023;10/24/2023 9:09 AM;9:15 AM;14.96;Unchecked;0;Unchecked;Unchecked;Unchecked
1245;10/24/2023;10/24/2023 9:14 AM;9:19 AM;9.88;Unchecked;0;Unchecked;Unchecked;Unchecked
1465;10/24/2023;10/24/2023 9:11 AM;9:19 AM;14.22;Unchecked;0;Unchecked;Unchecked;Unchecked
1409;10/24/2023;10/24/2023 9:16 AM;9:21 AM;12.93;Unchecked;0;Unchecked;Unchecked;Unchecked
1362;10/24/2023;10/24/2023 9:20 AM;9:25 AM;12.61;Unchecked;0;Unchecked;Unchecked;Unchecked
1074;10/24/2023;10/24/2023 9:20 AM;9:26 AM;16.21;Unchecked;0;Unchecked;Unchecked;Unchecked
1437;10/24/2023;10/24/2023 9:22 AM;9:28 AM;12.95;Unchecked;0;Unchecked;Unchecked;Unchecked
986;10/24/2023;10/24/2023 9:16 AM;9:30 AM;23.19;Unchecked;0;Unchecked;Unchecked;Unchecked
1460;10/24/2023;10/24/2023 9:26 AM;9:32 AM;9.59;Unchecked;0;Unchecked;Unchecked;Unchecked
1471;10/24/2023;10/24/2023 9:28 AM;9:34 AM;11.88;Unchecked;0;Unchecked;Unchecked;Unchecked
1081;10/24/2023;10/24/2023 9:27 AM;9:35 AM;26.89;Unchecked;0;Unchecked;Unchecked;Unchecked
1455;10/24/2023;10/24/2023 9:36 AM;9:40 AM;9.75;Unchecked;0;Unchecked;Unchecked;Unchecked
1374;10/24/2023;10/24/2023 9:36 AM;9:40 AM;10.35;Unchecked;0;Unchecked;Unchecked;Unchecked
1235;10/24/2023;10/24/2023 9:31 AM;9:41 AM;21.06;Unchecked;0;Unchecked;Unchecked;Unchecked
1091;10/24/2023;10/24/2023 9:36 AM;9:45 AM;22.07;Unchecked;0;Unchecked;Unchecked;Unchecked
1422;10/24/2023;10/24/2023 9:41 AM;9:46 AM;10.77;Unchecked;0;Unchecked;Unchecked;Unchecked
1447;10/24/2023;10/24/2023 9:41 AM;9:46 AM;7.45;Unchecked;0;Unchecked;Unchecked;Unchecked
861;10/24/2023;10/24/2023 9:42 AM;9:47 AM;12.83;Unchecked;0;Unchecked;Unchecked;Unchecked
1100;10/24/2023;10/24/2023 9:46 AM;9:54 AM;20.43;Unchecked;0;Unchecked;Unchecked;Unchecked
1468;10/24/2023;10/24/2023 9:47 AM;9:54 AM;8.38;Unchecked;0;Unchecked;Unchecked;Unchecked
1262;10/24/2023;10/24/2023 9:47 AM;9:59 AM;16.91;Unchecked;0;Unchecked;Unchecked;Unchecked
1168;10/24/2023;10/24/2023 9:48 AM;10:00 AM;22.64;Unchecked;0;Unchecked;Unchecked;Unchecked
1040;10/24/2023;10/24/2023 9:55 AM;10:01 AM;15.27;Unchecked;0;Unchecked;Unchecked;Unchecked
1412;10/24/2023;10/24/2023 9:55 AM;10:05 AM;12.43;Unchecked;0;Unchecked;Unchecked;Unchecked
1204;10/24/2023;10/24/2023 9:59 AM;10:06 AM;19.31;Unchecked;0;Unchecked;Unchecked;Unchecked
1151;10/24/2023;10/24/2023 10:02 AM;10:08 AM;18.37;Unchecked;0;Unchecked;Unchecked;Unchecked
807;10/24/2023;10/24/2023 10:02 AM;10:08 AM;12.44;Unchecked;0;Unchecked;Unchecked;Unchecked
1461;10/24/2023;10/24/2023 10:07 AM;10:12 AM;11.02;Unchecked;0;Unchecked;Unchecked;Unchecked
1304;10/24/2023;10/24/2023 10:06 AM;10:12 AM;21.78;Unchecked;0;Unchecked;Unchecked;Unchecked
1198;10/24/2023;10/24/2023 10:09 AM;10:15 AM;17.93;Unchecked;0;Unchecked;Unchecked;Unchecked
1263;10/24/2023;10/24/2023 10:08 AM;10:15 AM;12.27;Unchecked;0;Unchecked;Unchecked;Unchecked
1335;10/24/2023;10/24/2023 10:13 AM;10:18 AM;13.07;Unchecked;0;Unchecked;Unchecked;Unchecked
1405;10/24/2023;10/24/2023 10:13 AM;10:20 AM;13.34;Unchecked;0;Unchecked;Unchecked;Unchecked
1478;10/24/2023;10/24/2023 10:18 AM;10:22 AM;6.82;Unchecked;0;Unchecked;Unchecked;Unchecked
833;10/24/2023;10/24/2023 10:17 AM;10:25 AM;19.06;Unchecked;0;Unchecked;Unchecked;Unchecked
1178;10/24/2023;10/24/2023 10:16 AM;10:26 AM;20.85;Unchecked;0;Unchecked;Unchecked;Unchecked
1376;10/24/2023;10/24/2023 10:23 AM;10:28 AM;12.15;Unchecked;0;Unchecked;Unchecked;Unchecked
1293;10/24/2023;10/24/2023 10:21 AM;10:28 AM;20.21;Unchecked;0;Unchecked;Unchecked;Unchecked
925;10/24/2023;10/24/2023 10:26 AM;10:34 AM;25.79;Unchecked;0;Unchecked;Unchecked;Unchecked
764;10/24/2023;10/24/2023 10:29 AM;10:35 AM;15.01;Unchecked;0;Unchecked;Unchecked;Unchecked
1236;10/24/2023;10/24/2023 10:27 AM;10:37 AM;18.67;Unchecked;0;Unchecked;Unchecked;Unchecked
1311;10/24/2023;10/24/2023 10:29 AM;10:37 AM;17.48;Unchecked;0;Unchecked;Unchecked;Unchecked
1404;10/24/2023;10/24/2023 10:35 AM;10:40 AM;12.46;Unchecked;0;Unchecked;Unchecked;Unchecked
1172;10/24/2023;10/24/2023 10:35 AM;10:42 AM;23.22;Unchecked;0;Unchecked;Unchecked;Unchecked
1380;10/24/2023;10/24/2023 10:38 AM;10:42 AM;10.97;Unchecked;0;Unchecked;Unchecked;Unchecked
957;10/24/2023;10/24/2023 10:37 AM;10:45 AM;20.27;Unchecked;0;Unchecked;Unchecked;Unchecked
1456;10/24/2023;10/24/2023 10:40 AM;10:47 AM;11.66;Unchecked;0;Unchecked;Unchecked;Unchecked
1440;10/24/2023;10/24/2023 10:43 AM;10:48 AM;7.37;Unchecked;0;Unchecked;Unchecked;Unchecked
1354;10/24/2023;10/24/2023 10:48 AM;10:53 AM;12.63;Unchecked;0;Unchecked;Unchecked;Unchecked
1101;10/24/2023;10/24/2023 10:48 AM;10:53 AM;14.00;Unchecked;0;Unchecked;Unchecked;Unchecked
1139;10/24/2023;10/24/2023 10:44 AM;10:55 AM;23.25;Unchecked;0;Unchecked;Unchecked;Unchecked
1395;10/24/2023;10/24/2023 10:49 AM;10:58 AM;16.24;Unchecked;0;Unchecked;Unchecked;Unchecked
1104;10/24/2023;10/24/2023 10:53 AM;10:59 AM;13.81;Unchecked;0;Unchecked;Unchecked;Unchecked
627;10/24/2023;10/24/2023 10:56 AM;11:02 AM;16.73;Unchecked;0;Unchecked;Unchecked;Unchecked
1279;10/24/2023;10/24/2023 10:57 AM;11:02 AM;18.22;Unchecked;0;Unchecked;Unchecked;Unchecked
1441;10/24/2023;10/24/2023 10:58 AM;11:04 AM;8.57;Unchecked;0;Unchecked;Unchecked;Unchecked
