Animal Number;Avg. Daily Kick-Off Milkings Last 7d;LF Avg. Daily Kick-Off Milkings Last 7d;LR Avg. Daily Kick-Off Milkings Last 7d;RF Avg. Daily Kick-Off Milkings Last 7d;RR Avg. Daily Kick-Off Milkings Last 7d;Total Kick-Offs Last 7d;Total Kick-Off Per Milking Last 7d
1676;0.00;0.00;0.00;0.00;0.00;;0.00
1677;0.00;0.00;0.00;0.00;0.00;;0.00
1678;0.00;0.00;0.00;0.00;0.00;;0.00
1679;0.00;0.00;0.00;0.00;0.00;;0.00
1680;0.00;0.00;0.00;0.00;0.00;;0.00
1681;0.00;0.00;0.00;0.00;0.00;;0.00
1682;0.00;0.00;0.00;0.00;0.00;;0.00
1684;0.00;0.00;0.00;0.00;0.00;;0.00
1685;0.00;0.00;0.00;0.00;0.00;;0.00
1686;0.00;0.00;0.00;0.00;0.00;;0.00
1687;0.00;0.00;0.00;0.00;0.00;;0.00
1688;0.00;0.00;0.00;0.00;0.00;;0.00
1689;0.00;0.00;0.00;0.00;0.00;;0.00
1690;0.00;0.00;0.00;0.00;0.00;;0.00
1691;0.00;0.00;0.00;0.00;0.00;;0.00
1692;0.00;0.00;0.00;0.00;0.00;;0.00
1693;0.00;0.00;0.00;0.00;0.00;;0.00
1694;0.00;0.00;0.00;0.00;0.00;;0.00
1695;0.00;0.00;0.00;0.00;0.00;;0.00
1696;0.00;0.00;0.00;0.00;0.00;;0.00
1697;0.00;0.00;0.00;0.00;0.00;;0.00
1698;0.00;0.00;0.00;0.00;0.00;;0.00
1699;0.00;0.00;0.00;0.00;0.00;;0.00
1700;0.00;0.00;0.00;0.00;0.00;;0.00
1701;0.00;0.00;0.00;0.00;0.00;;0.00
1702;0.00;0.00;0.00;0.00;0.00;;0.00
1703;0.00;0.00;0.00;0.00;0.00;;0.00
1704;0.00;0.00;0.00;0.00;0.00;;0.00
1705;0.00;0.00;0.00;0.00;0.00;;0.00
1706;0.00;0.00;0.00;0.00;0.00;;0.00
1707;0.00;0.00;0.00;0.00;0.00;;0.00
1708;0.00;0.00;0.00;0.00;0.00;;0.00
1709;0.00;0.00;0.00;0.00;0.00;;0.00
1710;0.00;0.00;0.00;0.00;0.00;;0.00
1711;0.00;0.00;0.00;0.00;0.00;;0.00
1712;0.00;0.00;0.00;0.00;0.00;;0.00
1713;0.00;0.00;0.00;0.00;0.00;;0.00
1714;0.00;0.00;0.00;0.00;0.00;;0.00
1715;0.00;0.00;0.00;0.00;0.00;;0.00
1716;0.00;0.00;0.00;0.00;0.00;;0.00
1717;0.00;0.00;0.00;0.00;0.00;;0.00
1718;0.00;0.00;0.00;0.00;0.00;;0.00
1719;0.00;0.00;0.00;0.00;0.00;;0.00
1720;0.00;0.00;0.00;0.00;0.00;;0.00
1721;0.00;0.00;0.00;0.00;0.00;;0.00
1722;0.00;0.00;0.00;0.00;0.00;;0.00
1723;0.00;0.00;0.00;0.00;0.00;;0.00
1724;0.00;0.00;0.00;0.00;0.00;;0.00
1725;0.00;0.00;0.00;0.00;0.00;;0.00
1726;0.00;0.00;0.00;0.00;0.00;;0.00
1727;0.00;0.00;0.00;0.00;0.00;;0.00
1728;0.00;0.00;0.00;0.00;0.00;;0.00
1729;0.00;0.00;0.00;0.00;0.00;;0.00
1730;0.00;0.00;0.00;0.00;0.00;;0.00
1731;0.00;0.00;0.00;0.00;0.00;;0.00
1732;0.00;0.00;0.00;0.00;0.00;;0.00
1733;0.00;0.00;0.00;0.00;0.00;;0.00
1734;0.00;0.00;0.00;0.00;0.00;;0.00
1735;0.00;0.00;0.00;0.00;0.00;;0.00
1736;0.00;0.00;0.00;0.00;0.00;;0.00
1737;0.00;0.00;0.00;0.00;0.00;;0.00
1738;0.00;0.00;0.00;0.00;0.00;;0.00
1739;0.00;0.00;0.00;0.00;0.00;;0.00
1740;0.00;0.00;0.00;0.00;0.00;;0.00
1741;0.00;0.00;0.00;0.00;0.00;;0.00
1742;0.00;0.00;0.00;0.00;0.00;;0.00
1743;0.00;0.00;0.00;0.00;0.00;;0.00
1744;0.00;0.00;0.00;0.00;0.00;;0.00
1745;0.00;0.00;0.00;0.00;0.00;;0.00
1746;0.00;0.00;0.00;0.00;0.00;;0.00
1747;0.00;0.00;0.00;0.00;0.00;;0.00
1748;0.00;0.00;0.00;0.00;0.00;;0.00
1749;0.00;0.00;0.00;0.00;0.00;;0.00
1750;0.00;0.00;0.00;0.00;0.00;;0.00
1751;0.00;0.00;0.00;0.00;0.00;;0.00
1752;0.00;0.00;0.00;0.00;0.00;;0.00
1753;0.00;0.00;0.00;0.00;0.00;;0.00
1755;0.00;0.00;0.00;0.00;0.00;;0.00
1756;0.00;0.00;0.00;0.00;0.00;;0.00
1757;0.00;0.00;0.00;0.00;0.00;;0.00
1758;0.00;0.00;0.00;0.00;0.00;;0.00
1759;0.00;0.00;0.00;0.00;0.00;;0.00
1760;0.00;0.00;0.00;0.00;0.00;;0.00
1761;0.00;0.00;0.00;0.00;0.00;;0.00
1762;0.00;0.00;0.00;0.00;0.00;;0.00
1763;0.00;0.00;0.00;0.00;0.00;;0.00
1764;0.00;0.00;0.00;0.00;0.00;;0.00
1765;0.00;0.00;0.00;0.00;0.00;;0.00
1766;0.00;0.00;0.00;0.00;0.00;;0.00
1767;0.00;0.00;0.00;0.00;0.00;;0.00
1768;0.00;0.00;0.00;0.00;0.00;;0.00
1769;0.00;0.00;0.00;0.00;0.00;;0.00
1770;0.00;0.00;0.00;0.00;0.00;;0.00
1771;0.00;0.00;0.00;0.00;0.00;;0.00
1772;0.00;0.00;0.00;0.00;0.00;;0.00
1773;0.00;0.00;0.00;0.00;0.00;;0.00
1774;0.00;0.00;0.00;0.00;0.00;;0.00
1775;0.00;0.00;0.00;0.00;0.00;;0.00
1776;0.00;0.00;0.00;0.00;0.00;;0.00
1777;0.00;0.00;0.00;0.00;0.00;;0.00
1778;0.00;0.00;0.00;0.00;0.00;;0.00
1779;0.00;0.00;0.00;0.00;0.00;;0.00
1780;0.00;0.00;0.00;0.00;0.00;;0.00
1781;0.00;0.00;0.00;0.00;0.00;;0.00
1782;0.00;0.00;0.00;0.00;0.00;;0.00
1783;0.00;0.00;0.00;0.00;0.00;;0.00
1784;0.00;0.00;0.00;0.00;0.00;;0.00
1785;0.00;0.00;0.00;0.00;0.00;;0.00
1786;0.00;0.00;0.00;0.00;0.00;;0.00
1787;0.00;0.00;0.00;0.00;0.00;;0.00
1788;0.00;0.00;0.00;0.00;0.00;;0.00
1789;0.00;0.00;0.00;0.00;0.00;;0.00
1790;0.00;0.00;0.00;0.00;0.00;;0.00
1791;0.00;0.00;0.00;0.00;0.00;;0.00
1792;0.00;0.00;0.00;0.00;0.00;;0.00
1793;0.00;0.00;0.00;0.00;0.00;;0.00
1794;0.00;0.00;0.00;0.00;0.00;;0.00
13101;0.00;0.00;0.00;0.00;0.00;;0.00
