,cow,filename
910,1223,1223_20231117_frame_425
911,1223,1223_20231117_frame_225
912,1223,1223_20231117_frame_508
913,1223,1223_20231117_frame_120
914,1223,1223_20231117_frame_651
915,1223,1223_20231117_frame_428
916,1223,1223_20231117_frame_307
917,1223,1223_20231117_frame_486
918,1223,1223_20231117_frame_487
919,1223,1223_20231117_frame_395
920,1223,1223_20231117_frame_836
921,1223,1223_20231117_frame_628
922,1223,1223_20231117_frame_795
923,1223,1223_20231117_frame_601
924,1223,1223_20231117_frame_179
925,1223,1223_20231117_frame_271
926,1223,1223_20231117_frame_747
927,1223,1223_20231117_frame_373
928,1223,1223_20231117_frame_899
929,1223,1223_20231117_frame_562
930,1236,1236_20231117_frame_876
931,1236,1236_20231117_frame_924
932,1236,1236_20231117_frame_311
933,1236,1236_20231117_frame_934
934,1236,1236_20231117_frame_547
935,1236,1236_20231117_frame_689
936,1236,1236_20231117_frame_464
937,1236,1236_20231117_frame_206
938,1236,1236_20231117_frame_765
939,1236,1236_20231117_frame_402
940,1236,1236_20231117_frame_807
941,1236,1236_20231117_frame_501
942,1236,1236_20231117_frame_531
943,1236,1236_20231117_frame_873
944,1236,1236_20231117_frame_14
945,1236,1236_20231117_frame_511
946,1236,1236_20231117_frame_229
947,1236,1236_20231117_frame_665
948,1236,1236_20231117_frame_507
949,1236,1236_20231117_frame_359
950,1236,1236_20231117_frame_965
951,1236,1236_20231117_frame_975
952,1236,1236_20231117_frame_629
953,1236,1236_20231117_frame_948
954,1236,1236_20231117_frame_409
955,1236,1236_20231117_frame_655
956,1236,1236_20231117_frame_777
957,1236,1236_20231117_frame_268
958,1236,1236_20231117_frame_563
959,1236,1236_20231117_frame_717
960,1261,1261_20231117_frame_602
961,1261,1261_20231117_frame_66
962,1261,1261_20231117_frame_97
963,1261,1261_20231117_frame_191
964,1261,1261_20231117_frame_345
965,1261,1261_20231117_frame_310
966,1261,1261_20231117_frame_216
967,1261,1261_20231117_frame_62
968,1261,1261_20231117_frame_248
969,1261,1261_20231117_frame_193
970,1261,1261_20231117_frame_185
971,1261,1261_20231117_frame_226
972,1261,1261_20231117_frame_284
973,1261,1261_20231117_frame_14
974,1261,1261_20231117_frame_59
975,1261,1261_20231117_frame_38
976,1261,1261_20231117_frame_329
977,1261,1261_20231117_frame_578
978,1261,1261_20231117_frame_87
979,1261,1261_20231117_frame_205
980,1261,1261_20231117_frame_40
981,1261,1261_20231117_frame_71
982,1261,1261_20231117_frame_540
983,1261,1261_20231117_frame_314
984,1261,1261_20231117_frame_204
985,1261,1261_20231117_frame_7
986,1261,1261_20231117_frame_182
987,1261,1261_20231117_frame_79
988,1261,1261_20231117_frame_279
989,1261,1261_20231117_frame_181
990,1262,1262_20231117_frame_365
991,1262,1262_20231117_frame_168
992,1262,1262_20231117_frame_495
993,1262,1262_20231117_frame_543
994,1262,1262_20231117_frame_238
995,1262,1262_20231117_frame_500
996,1262,1262_20231117_frame_485
997,1262,1262_20231117_frame_382
998,1262,1262_20231117_frame_445
999,1262,1262_20231117_frame_403
1000,1262,1262_20231117_frame_313
1001,1262,1262_20231117_frame_254
1002,1262,1262_20231117_frame_326
1003,1262,1262_20231117_frame_20
1004,1262,1262_20231117_frame_399
1005,1262,1262_20231117_frame_466
1006,1262,1262_20231117_frame_248
1007,1262,1262_20231117_frame_349
1008,1262,1262_20231117_frame_227
1009,1262,1262_20231117_frame_42
1010,1262,1262_20231117_frame_483
1011,1262,1262_20231117_frame_535
1012,1262,1262_20231117_frame_150
1013,1262,1262_20231117_frame_402
1014,1262,1262_20231117_frame_247
1015,1262,1262_20231117_frame_299
1016,1262,1262_20231117_frame_367
1017,1262,1262_20231117_frame_284
1018,1262,1262_20231117_frame_273
1019,1262,1262_20231117_frame_541
1020,1271,1271_20231117_frame_314
1021,1271,1271_20231117_frame_402
1022,1271,1271_20231117_frame_357
1023,1271,1271_20231117_frame_488
1024,1271,1271_20231117_frame_577
1025,1271,1271_20231117_frame_340
1026,1271,1271_20231117_frame_457
1027,1271,1271_20231117_frame_784
1028,1271,1271_20231117_frame_248
1029,1271,1271_20231117_frame_755
1030,1271,1271_20231117_frame_863
1031,1271,1271_20231117_frame_550
1032,1271,1271_20231117_frame_572
1033,1271,1271_20231117_frame_536
1034,1271,1271_20231117_frame_503
1035,1271,1271_20231117_frame_278
1036,1271,1271_20231117_frame_675
1037,1271,1271_20231117_frame_674
1038,1271,1271_20231117_frame_531
1039,1271,1271_20231117_frame_400
1040,1271,1271_20231117_frame_698
1041,1271,1271_20231117_frame_687
1042,1271,1271_20231117_frame_290
1043,1271,1271_20231117_frame_776
1044,1271,1271_20231117_frame_795
1045,1271,1271_20231117_frame_532
1046,1271,1271_20231117_frame_529
1047,1271,1271_20231117_frame_258
1048,1271,1271_20231117_frame_668
1049,1271,1271_20231117_frame_251
1050,1281,1281_20231117_frame_669
1051,1281,1281_20231117_frame_642
1052,1281,1281_20231117_frame_568
1053,1281,1281_20231117_frame_501
1054,1281,1281_20231117_frame_799
1055,1281,1281_20231117_frame_734
1056,1281,1281_20231117_frame_646
1057,1281,1281_20231117_frame_779
1058,1281,1281_20231117_frame_574
1059,1281,1281_20231117_frame_812
1060,1281,1281_20231117_frame_760
1061,1281,1281_20231117_frame_612
1062,1281,1281_20231117_frame_503
1063,1281,1281_20231117_frame_636
1064,1281,1281_20231117_frame_627
1065,1281,1281_20231117_frame_590
1066,1281,1281_20231117_frame_682
1067,1281,1281_20231117_frame_785
1068,1281,1281_20231117_frame_539
1069,1281,1281_20231117_frame_802
1070,1281,1281_20231117_frame_783
1071,1281,1281_20231117_frame_823
1072,1281,1281_20231117_frame_844
1073,1281,1281_20231117_frame_808
1074,1281,1281_20231117_frame_843
1075,1281,1281_20231117_frame_494
1076,1281,1281_20231117_frame_566
1077,1281,1281_20231117_frame_752
1078,1281,1281_20231117_frame_731
1079,1281,1281_20231117_frame_517
1080,1288,1288_20231117_frame_361
1081,1288,1288_20231117_frame_254
1082,1288,1288_20231117_frame_507
1083,1288,1288_20231117_frame_326
1084,1288,1288_20231117_frame_370
1085,1288,1288_20231117_frame_526
1086,1288,1288_20231117_frame_273
1087,1288,1288_20231117_frame_397
1088,1288,1288_20231117_frame_272
1089,1288,1288_20231117_frame_416
1090,1288,1288_20231117_frame_364
1091,1288,1288_20231117_frame_398
1092,1288,1288_20231117_frame_484
1093,1288,1288_20231117_frame_278
1094,1288,1288_20231117_frame_499
1095,1288,1288_20231117_frame_279
1096,1288,1288_20231117_frame_488
1097,1288,1288_20231117_frame_405
1098,1288,1288_20231117_frame_338
1099,1288,1288_20231117_frame_263
1100,1288,1288_20231117_frame_380
1101,1288,1288_20231117_frame_392
1102,1288,1288_20231117_frame_433
1103,1288,1288_20231117_frame_290
1104,1288,1288_20231117_frame_328
1105,1288,1288_20231117_frame_349
1106,1288,1288_20231117_frame_496
1107,1288,1288_20231117_frame_429
1108,1288,1288_20231117_frame_505
1109,1288,1288_20231117_frame_280
1110,1291,1291_20231117_frame_237
1111,1291,1291_20231117_frame_96
1112,1291,1291_20231117_frame_197
1113,1291,1291_20231117_frame_143
1114,1291,1291_20231117_frame_70
1115,1291,1291_20231117_frame_153
1116,1291,1291_20231117_frame_138
1117,1291,1291_20231117_frame_18
1118,1291,1291_20231117_frame_167
1119,1291,1291_20231117_frame_75
1120,1291,1291_20231117_frame_66
1121,1291,1291_20231117_frame_73
1122,1291,1291_20231117_frame_180
1123,1291,1291_20231117_frame_4
1124,1291,1291_20231117_frame_384
1125,1291,1291_20231117_frame_290
1126,1291,1291_20231117_frame_322
1127,1291,1291_20231117_frame_92
1128,1291,1291_20231117_frame_225
1129,1291,1291_20231117_frame_196
1130,1291,1291_20231117_frame_330
1131,1291,1291_20231117_frame_380
1132,1291,1291_20231117_frame_302
1133,1291,1291_20231117_frame_190
1134,1291,1291_20231117_frame_144
1135,1291,1291_20231117_frame_223
1136,1291,1291_20231117_frame_146
1137,1291,1291_20231117_frame_202
1138,1291,1291_20231117_frame_386
1139,1291,1291_20231117_frame_321
1140,1293,1293_20231117_frame_147
1141,1293,1293_20231117_frame_397
1142,1293,1293_20231117_frame_237
1143,1293,1293_20231117_frame_365
1144,1293,1293_20231117_frame_80
1145,1293,1293_20231117_frame_144
1146,1293,1293_20231117_frame_180
1147,1293,1293_20231117_frame_357
1148,1293,1293_20231117_frame_299
1149,1293,1293_20231117_frame_155
1150,1293,1293_20231117_frame_163
1151,1293,1293_20231117_frame_385
1152,1293,1293_20231117_frame_315
1153,1293,1293_20231117_frame_70
1154,1293,1293_20231117_frame_374
1155,1293,1293_20231117_frame_62
1156,1293,1293_20231117_frame_202
1157,1293,1293_20231117_frame_296
1158,1293,1293_20231117_frame_72
1159,1293,1293_20231117_frame_196
1160,1293,1293_20231117_frame_317
1161,1293,1293_20231117_frame_31
1162,1293,1293_20231117_frame_267
1163,1293,1293_20231117_frame_319
1164,1293,1293_20231117_frame_335
1165,1293,1293_20231117_frame_53
1166,1293,1293_20231117_frame_4
1167,1293,1293_20231117_frame_38
1168,1293,1293_20231117_frame_297
1169,1293,1293_20231117_frame_50
1170,1295,1295_20231117_frame_205
1171,1295,1295_20231117_frame_409
1172,1295,1295_20231117_frame_320
1173,1295,1295_20231117_frame_197
1174,1295,1295_20231117_frame_590
1175,1295,1295_20231117_frame_324
1176,1295,1295_20231117_frame_132
1177,1295,1295_20231117_frame_255
1178,1295,1295_20231117_frame_536
1179,1295,1295_20231117_frame_652
1180,1295,1295_20231117_frame_18
1181,1295,1295_20231117_frame_25
1182,1295,1295_20231117_frame_549
1183,1295,1295_20231117_frame_506
1184,1295,1295_20231117_frame_242
1185,1295,1295_20231117_frame_609
1186,1295,1295_20231117_frame_623
1187,1295,1295_20231117_frame_333
1188,1295,1295_20231117_frame_448
1189,1295,1295_20231117_frame_57
1190,1295,1295_20231117_frame_556
1191,1295,1295_20231117_frame_312
1192,1295,1295_20231117_frame_575
1193,1295,1295_20231117_frame_219
1194,1295,1295_20231117_frame_12
1195,1295,1295_20231117_frame_163
1196,1295,1295_20231117_frame_595
1197,1295,1295_20231117_frame_208
1198,1295,1295_20231117_frame_244
1199,1295,1295_20231117_frame_716
1200,1300,1300_20231117_frame_618
1201,1300,1300_20231117_frame_319
1202,1300,1300_20231117_frame_624
1203,1300,1300_20231117_frame_496
1204,1300,1300_20231117_frame_197
1205,1300,1300_20231117_frame_347
1206,1300,1300_20231117_frame_95
1207,1300,1300_20231117_frame_389
1208,1300,1300_20231117_frame_137
1209,1300,1300_20231117_frame_456
1210,1300,1300_20231117_frame_215
1211,1300,1300_20231117_frame_454
1212,1300,1300_20231117_frame_514
1213,1300,1300_20231117_frame_321
1214,1300,1300_20231117_frame_208
1215,1300,1300_20231117_frame_18
1216,1300,1300_20231117_frame_419
1217,1300,1300_20231117_frame_246
1218,1300,1300_20231117_frame_48
1219,1300,1300_20231117_frame_623
1220,1300,1300_20231117_frame_67
1221,1300,1300_20231117_frame_387
1222,1300,1300_20231117_frame_80
1223,1300,1300_20231117_frame_610
1224,1300,1300_20231117_frame_398
1225,1300,1300_20231117_frame_428
1226,1300,1300_20231117_frame_502
1227,1300,1300_20231117_frame_422
1228,1300,1300_20231117_frame_33
1229,1300,1300_20231117_frame_164
1230,1315,1315_20231117_frame_162
1231,1315,1315_20231117_frame_136
1232,1315,1315_20231117_frame_378
1233,1315,1315_20231117_frame_358
1234,1315,1315_20231117_frame_375
1235,1315,1315_20231117_frame_60
1236,1315,1315_20231117_frame_297
1237,1315,1315_20231117_frame_379
1238,1315,1315_20231117_frame_388
1239,1315,1315_20231117_frame_58
1240,1315,1315_20231117_frame_488
1241,1315,1315_20231117_frame_455
1242,1315,1315_20231117_frame_234
1243,1315,1315_20231117_frame_152
1244,1315,1315_20231117_frame_393
1245,1315,1315_20231117_frame_333
1246,1315,1315_20231117_frame_398
1247,1315,1315_20231117_frame_204
1248,1315,1315_20231117_frame_492
1249,1315,1315_20231117_frame_130
1250,1315,1315_20231117_frame_228
1251,1315,1315_20231117_frame_194
1252,1315,1315_20231117_frame_4
1253,1315,1315_20231117_frame_479
1254,1315,1315_20231117_frame_251
1255,1315,1315_20231117_frame_212
1256,1315,1315_20231117_frame_139
1257,1315,1315_20231117_frame_91
1258,1315,1315_20231117_frame_462
1259,1315,1315_20231117_frame_369
1260,1320,1320_20231117_frame_248
1261,1320,1320_20231117_frame_292
1262,1320,1320_20231117_frame_3
1263,1320,1320_20231117_frame_217
1264,1320,1320_20231117_frame_479
1265,1320,1320_20231117_frame_476
1266,1320,1320_20231117_frame_222
1267,1320,1320_20231117_frame_460
1268,1320,1320_20231117_frame_253
1269,1320,1320_20231117_frame_215
1270,1320,1320_20231117_frame_264
1271,1320,1320_20231117_frame_449
1272,1320,1320_20231117_frame_424
1273,1320,1320_20231117_frame_464
1274,1320,1320_20231117_frame_231
1275,1320,1320_20231117_frame_319
1276,1320,1320_20231117_frame_507
1277,1320,1320_20231117_frame_214
1278,1320,1320_20231117_frame_490
1279,1320,1320_20231117_frame_483
1280,1320,1320_20231117_frame_484
1281,1320,1320_20231117_frame_311
1282,1320,1320_20231117_frame_477
1283,1320,1320_20231117_frame_502
1284,1320,1320_20231117_frame_269
1285,1320,1320_20231117_frame_336
1286,1320,1320_20231117_frame_284
1287,1320,1320_20231117_frame_478
1288,1320,1320_20231117_frame_313
1289,1320,1320_20231117_frame_299
1290,1325,1325_20231117_frame_744
1291,1325,1325_20231117_frame_844
1292,1325,1325_20231117_frame_153
1293,1325,1325_20231117_frame_683
1294,1325,1325_20231117_frame_304
1295,1325,1325_20231117_frame_225
1296,1325,1325_20231117_frame_169
1297,1325,1325_20231117_frame_658
1298,1325,1325_20231117_frame_634
1299,1325,1325_20231117_frame_865
1300,1325,1325_20231117_frame_787
1301,1325,1325_20231117_frame_564
1302,1325,1325_20231117_frame_713
1303,1325,1325_20231117_frame_716
1304,1325,1325_20231117_frame_245
1305,1325,1325_20231117_frame_388
1306,1325,1325_20231117_frame_371
1307,1325,1325_20231117_frame_846
1308,1325,1325_20231117_frame_886
1309,1325,1325_20231117_frame_284
1310,1325,1325_20231117_frame_743
1311,1325,1325_20231117_frame_814
1312,1325,1325_20231117_frame_429
1313,1325,1325_20231117_frame_643
1314,1325,1325_20231117_frame_212
1315,1325,1325_20231117_frame_819
1316,1325,1325_20231117_frame_588
1317,1325,1325_20231117_frame_468
1318,1325,1325_20231117_frame_739
1319,1325,1325_20231117_frame_651
1320,1329,1329_20231117_frame_274
1321,1329,1329_20231117_frame_5
1322,1329,1329_20231117_frame_60
1323,1329,1329_20231117_frame_481
1324,1329,1329_20231117_frame_236
1325,1329,1329_20231117_frame_87
1326,1329,1329_20231117_frame_491
1327,1329,1329_20231117_frame_490
1328,1329,1329_20231117_frame_259
1329,1329,1329_20231117_frame_93
1330,1329,1329_20231117_frame_252
1331,1329,1329_20231117_frame_340
1332,1329,1329_20231117_frame_433
1333,1329,1329_20231117_frame_482
1334,1329,1329_20231117_frame_67
1335,1329,1329_20231117_frame_76
1336,1329,1329_20231117_frame_333
1337,1329,1329_20231117_frame_74
1338,1329,1329_20231117_frame_253
1339,1329,1329_20231117_frame_797
1340,1329,1329_20231117_frame_98
1341,1329,1329_20231117_frame_32
1342,1329,1329_20231117_frame_265
1343,1329,1329_20231117_frame_69
1344,1329,1329_20231117_frame_26
1345,1329,1329_20231117_frame_269
1346,1329,1329_20231117_frame_358
1347,1329,1329_20231117_frame_296
1348,1329,1329_20231117_frame_275
1349,1329,1329_20231117_frame_329
1350,1335,1335_20231117_frame_338
1351,1335,1335_20231117_frame_524
1352,1335,1335_20231117_frame_172
1353,1335,1335_20231117_frame_310
1354,1335,1335_20231117_frame_82
1355,1335,1335_20231117_frame_373
1356,1335,1335_20231117_frame_76
1357,1335,1335_20231117_frame_363
1358,1335,1335_20231117_frame_137
1359,1335,1335_20231117_frame_320
1360,1335,1335_20231117_frame_153
1361,1335,1335_20231117_frame_430
1362,1335,1335_20231117_frame_74
1363,1335,1335_20231117_frame_344
1364,1335,1335_20231117_frame_319
1365,1335,1335_20231117_frame_391
1366,1335,1335_20231117_frame_255
1367,1335,1335_20231117_frame_250
1368,1335,1335_20231117_frame_339
1369,1335,1335_20231117_frame_398
1370,1335,1335_20231117_frame_397
1371,1335,1335_20231117_frame_256
1372,1335,1335_20231117_frame_389
1373,1335,1335_20231117_frame_374
1374,1335,1335_20231117_frame_168
1375,1335,1335_20231117_frame_335
1376,1335,1335_20231117_frame_496
1377,1335,1335_20231117_frame_321
1378,1335,1335_20231117_frame_187
1379,1335,1335_20231117_frame_44
1380,1354,1354_20231117_frame_453
1381,1354,1354_20231117_frame_612
1382,1354,1354_20231117_frame_22
1383,1354,1354_20231117_frame_133
1384,1354,1354_20231117_frame_484
1385,1354,1354_20231117_frame_694
1386,1354,1354_20231117_frame_181
1387,1354,1354_20231117_frame_209
1388,1354,1354_20231117_frame_97
1389,1354,1354_20231117_frame_120
1390,1354,1354_20231117_frame_299
1391,1354,1354_20231117_frame_647
1392,1354,1354_20231117_frame_165
1393,1354,1354_20231117_frame_642
1394,1354,1354_20231117_frame_82
1395,1354,1354_20231117_frame_195
1396,1354,1354_20231117_frame_399
1397,1354,1354_20231117_frame_573
1398,1354,1354_20231117_frame_396
1399,1354,1354_20231117_frame_657
1400,1354,1354_20231117_frame_625
1401,1354,1354_20231117_frame_403
1402,1354,1354_20231117_frame_585
1403,1354,1354_20231117_frame_248
1404,1354,1354_20231117_frame_565
1405,1354,1354_20231117_frame_221
1406,1354,1354_20231117_frame_237
1407,1354,1354_20231117_frame_323
1408,1354,1354_20231117_frame_336
1409,1354,1354_20231117_frame_504
1410,1359,1359_20231117_frame_124
1411,1359,1359_20231117_frame_246
1412,1359,1359_20231117_frame_21
1413,1359,1359_20231117_frame_424
1414,1359,1359_20231117_frame_81
1415,1359,1359_20231117_frame_404
1416,1359,1359_20231117_frame_357
1417,1359,1359_20231117_frame_418
1418,1359,1359_20231117_frame_479
1419,1359,1359_20231117_frame_210
1420,1359,1359_20231117_frame_84
1421,1359,1359_20231117_frame_71
1422,1359,1359_20231117_frame_98
1423,1359,1359_20231117_frame_87
1424,1359,1359_20231117_frame_56
1425,1359,1359_20231117_frame_4
1426,1359,1359_20231117_frame_160
1427,1359,1359_20231117_frame_27
1428,1359,1359_20231117_frame_89
1429,1359,1359_20231117_frame_492
1430,1359,1359_20231117_frame_530
1431,1359,1359_20231117_frame_146
1432,1359,1359_20231117_frame_460
1433,1359,1359_20231117_frame_419
1434,1359,1359_20231117_frame_386
1435,1359,1359_20231117_frame_422
1436,1359,1359_20231117_frame_135
1437,1359,1359_20231117_frame_390
1438,1359,1359_20231117_frame_545
1439,1359,1359_20231117_frame_14
1440,1360,1360_20231117_frame_989
1441,1360,1360_20231117_frame_1079
1442,1360,1360_20231117_frame_263
1443,1360,1360_20231117_frame_218
1444,1360,1360_20231117_frame_167
1445,1360,1360_20231117_frame_851
1446,1360,1360_20231117_frame_1104
1447,1360,1360_20231117_frame_111
1448,1360,1360_20231117_frame_872
1449,1360,1360_20231117_frame_837
1450,1360,1360_20231117_frame_223
1451,1360,1360_20231117_frame_1115
1452,1360,1360_20231117_frame_255
1453,1360,1360_20231117_frame_25
1454,1360,1360_20231117_frame_1088
1455,1360,1360_20231117_frame_386
1456,1360,1360_20231117_frame_369
1457,1360,1360_20231117_frame_356
1458,1360,1360_20231117_frame_974
1459,1360,1360_20231117_frame_93
1460,1360,1360_20231117_frame_392
1461,1360,1360_20231117_frame_1039
1462,1360,1360_20231117_frame_252
1463,1360,1360_20231117_frame_281
1464,1360,1360_20231117_frame_863
1465,1360,1360_20231117_frame_958
1466,1360,1360_20231117_frame_1045
1467,1360,1360_20231117_frame_830
1468,1360,1360_20231117_frame_235
1469,1360,1360_20231117_frame_867
1470,1376,1376_20231117_frame_471
1471,1376,1376_20231117_frame_238
1472,1376,1376_20231117_frame_328
1473,1376,1376_20231117_frame_69
1474,1376,1376_20231117_frame_222
1475,1376,1376_20231117_frame_396
1476,1376,1376_20231117_frame_14
1477,1376,1376_20231117_frame_387
1478,1376,1376_20231117_frame_41
1479,1376,1376_20231117_frame_9
1480,1376,1376_20231117_frame_56
1481,1376,1376_20231117_frame_97
1482,1376,1376_20231117_frame_335
1483,1376,1376_20231117_frame_536
1484,1376,1376_20231117_frame_279
1485,1376,1376_20231117_frame_65
1486,1376,1376_20231117_frame_239
1487,1376,1376_20231117_frame_85
1488,1376,1376_20231117_frame_68
1489,1376,1376_20231117_frame_137
1490,1376,1376_20231117_frame_459
1491,1376,1376_20231117_frame_530
1492,1376,1376_20231117_frame_177
1493,1376,1376_20231117_frame_73
1494,1376,1376_20231117_frame_321
1495,1376,1376_20231117_frame_507
1496,1376,1376_20231117_frame_218
1497,1376,1376_20231117_frame_230
1498,1376,1376_20231117_frame_194
1499,1376,1376_20231117_frame_172
